date,USD_EUR,USD_GBP,USD_JPY,USD_CNY
2020-01-01,85.7867987814834,87.39193410620183,87.11505133464877,46.56068952467603
2020-01-02,86.32926341168782,86.5266528591718,86.93178326416948,46.35724980067491
2020-01-03,86.02063229167429,86.21907586498806,86.71011734834248,46.65418117119039
2020-01-04,86.52469063965393,86.01820365742434,86.6337989859578,46.90110505701149
2020-01-05,86.40636056130938,85.7479214471232,86.13969583187753,46.708950562565
2020-01-06,86.61039530824291,85.76010272550954,86.45045881892746,45.64532390630376
2020-01-07,86.76773116356121,85.83905581729218,85.8349132877009,45.24559578017109
2020-01-08,85.85840599621768,85.95426878342803,85.7460455823606,45.417903078581
2020-01-09,85.5019822953603,86.39739814325578,86.20107700362678,45.859891767953634
2020-01-10,84.89393235262158,86.76412659329367,86.07283921225344,45.5575238241217
2020-01-11,84.4880592127394,86.01309061506537,85.54953503446897,46.22978882570982
2020-01-12,84.64422011686337,86.08804978447291,85.71782030598517,46.9766813430398
2020-01-13,84.25488663782455,85.78202191688649,86.0810954472365,47.325849960634734
2020-01-14,84.41911769756722,86.1918301010391,86.31660071398511,46.75785611261486
2020-01-15,83.86517215145477,86.83959716605106,86.57416859387811,47.11353599107092
2020-01-16,83.70096048917844,87.26040742382952,86.22214997132383,46.8443350176796
2020-01-17,84.44202349490688,88.21342286914413,87.31798715914672,46.54771554047043
2020-01-18,84.03372827933904,88.58994577837511,87.83430366144233,46.77420251747545
2020-01-19,84.42152037292473,89.08939435254247,87.4977262083648,46.988481577998336
2020-01-20,83.68884022086893,88.69237343541135,87.60934530947435,47.21650058224061
2020-01-21,84.1055681361814,88.6799341840091,87.719989253545,47.544970490435524
2020-01-22,83.66442056276264,89.02489413551156,87.8008734586053,47.5165022422533
2020-01-23,83.30799974166283,89.16917261842866,88.01836386087415,46.79207765082119
2020-01-24,83.82882587352904,88.71239389293022,88.01840806094866,47.83343054196942
2020-01-25,82.6317329896105,88.25063791672709,88.3155471708938,47.637970521695905
2020-01-26,82.5399354639887,87.34540217616579,88.7529236133022,47.28156728789343
2020-01-27,83.00973598990919,87.53143163152986,88.9539024444147,46.67414091600772
2020-01-28,82.09481528237174,87.01621421017167,88.6448169124591,46.74998426635214
2020-01-29,82.01636369666677,87.35204620540307,89.23156776669376,46.76783400749227
2020-01-30,81.40333040192462,87.71410766008898,89.2065648420724,46.70767437137229
2020-01-31,81.05608684503942,87.82501935715545,89.3092653417163,47.456864866817625
2020-02-01,81.10704230821042,88.02248088552707,89.10179802816582,47.78615232484825
2020-02-02,81.34948905404819,88.5317519210446,89.75014606553346,47.27730907178705
2020-02-03,81.5854076986827,89.10678055638157,89.46137297093875,48.31425038578871
2020-02-04,82.18250517379278,87.99145017693462,89.40720534689724,47.556623200466746
2020-02-05,82.06296792012662,88.34405868150787,90.66429528369615,47.498748947890135
2020-02-06,81.75603531487873,88.58757162974189,89.76482935843312,47.13363816179161
2020-02-07,81.95851259496033,88.73552992486661,89.33720642329337,47.3188778360634
2020-02-08,82.50583752846076,88.97204843232605,89.88061406935236,47.636946563341226
2020-02-09,82.1529791344219,88.81429715348578,89.9393945508272,47.43049554892117
2020-02-10,82.29003685653873,87.61568225775314,90.2286993641696,47.955722894843824
2020-02-11,82.51174594475951,87.31288314967489,89.57026170020953,48.05525710188684
2020-02-12,82.52707020080481,86.39882177538111,89.47589955746454,48.785759044855496
2020-02-13,82.70583459162977,85.57290553897798,89.41623228343703,49.250297055294084
2020-02-14,83.05266485494735,86.10770376389787,89.42331601406366,49.01467176998539
2020-02-15,83.17418645161482,85.83536768120216,89.46642829850579,49.54225817204565
2020-02-16,83.16483969452966,85.96977699079531,88.40678995702503,49.219635994639994
2020-02-17,83.10203832677828,85.97196587115272,88.33783147167179,49.53288820727526
2020-02-18,83.61378869047536,86.64138081568449,89.08577949288465,49.79613413078094
2020-02-19,83.79521447105772,86.678735578385,88.94872069312638,49.537615133231625
2020-02-20,84.35967688454494,86.3799616022519,88.48718615812479,48.54044877314127
2020-02-21,84.4176380997794,87.12041196357538,88.18970693443426,49.279304359618436
2020-02-22,84.74126713677917,86.87103129553122,88.78582928975084,49.48872358085141
2020-02-23,85.01698427863361,87.07964979490592,87.52424461104033,49.49899984237389
2020-02-24,84.72628489484654,87.32850196628314,87.84316099605245,49.508368156472805
2020-02-25,83.51062871091612,86.7075035599136,88.03101742436426,49.99575639849987
2020-02-26,82.68975171676546,87.16773868948871,87.62868189099298,51.08839473444057
2020-02-27,83.1088916711341,87.84471806891307,89.1378702417202,51.53976895527864
2020-02-28,83.38732756558947,87.27786527879262,89.61253810033995,51.723547622107496
2020-02-29,83.3889569739279,87.29263722045515,89.70511414049727,51.86653063132944
2020-03-01,83.51256405324307,87.96257613320691,90.29129937343644,52.04854521887652
2020-03-02,83.17996886258997,87.14989603028421,90.59430492613303,51.546652204480985
2020-03-03,82.81693703655382,87.46417859795505,90.78693660717335,51.83916835440838
2020-03-04,82.6746310659071,86.83958566758601,90.88677248605676,51.18387460501735
2020-03-05,83.07637803458366,86.67983440888108,90.62407321717811,51.40481389562883
2020-03-06,83.59618297057052,86.57427710852438,91.14838960034288,51.16900503058424
2020-03-07,83.75996035536797,85.98520973852007,91.09504273887069,51.60187407397287
2020-03-08,83.80937296507398,85.52985993848723,91.67575152772899,51.79221274439857
2020-03-09,83.78246918456844,85.49352460850325,92.24486651249958,51.61681219263247
2020-03-10,83.58633446664442,86.18191926297492,92.7265830327068,51.11154626975237
2020-03-11,82.5972235089472,86.42240938308537,92.5182020790527,51.849642688534225
2020-03-12,83.032790629767,85.60283104626907,92.0936545747108,51.80646081734368
2020-03-13,83.3799717075229,85.83568530001446,92.07534937554946,52.6763744399591
2020-03-14,83.52738109772251,85.85618874573656,92.07747794969148,52.06083344721646
2020-03-15,83.83776304825,85.5396557674823,91.88529133271952,51.934366336685535
2020-03-16,84.7190627221274,85.32103211764375,92.39664531995359,50.80902414532088
2020-03-17,84.463341420555,85.56980923088732,92.8564859224778,51.18714616682879
2020-03-18,84.61914500208457,84.78380949725022,93.23795087089474,51.6062364992461
2020-03-19,83.99861563723815,84.46033807049983,93.95644767632879,51.30368628260594
2020-03-20,84.86826488090851,83.88761163552503,94.07548406410103,50.97650154491992
2020-03-21,84.90774141500259,83.48803027358285,93.53863543151742,50.7822865109989
2020-03-22,83.90143433757535,83.65270426324304,94.23732670183261,50.66234515997986
2020-03-23,83.7152834524109,83.67708592816108,94.47888258259523,50.38259568810753
2020-03-24,84.36410475326933,84.01268042643571,95.04019300372318,50.92305477682952
2020-03-25,84.72727596879916,82.88590719127198,95.27234661642625,50.688629715052954
2020-03-26,85.55436173668753,82.75095261931205,94.98320539849792,49.74046972818065
2020-03-27,85.49942113181332,82.6974919153369,94.39066173684974,49.61303965169927
2020-03-28,85.91393688987942,81.87836339538507,94.87544913875966,49.356832230887726
2020-03-29,86.10085791419334,81.53417303389989,94.68104601566559,48.70292894581485
2020-03-30,86.27572296056232,81.52352842526318,95.20870938179728,48.79747884739493
2020-03-31,85.7875134437047,81.68388744628555,94.21197307140213,47.834453088710795
2020-04-01,84.25476664243007,81.85755693171929,94.54713651416533,48.02489063653607
2020-04-02,84.22679292949655,80.87196254757043,94.83975584047131,48.008363537237926
2020-04-03,83.17895763942533,80.55684184720143,95.64858101843184,47.726689088415284
2020-04-04,83.47885662483458,79.79202899794763,95.45003014738668,47.153730994498666
2020-04-05,83.2689612906076,79.78909681876145,95.43773376342226,46.422044495033674
2020-04-06,82.85044132186583,79.57358322124544,96.2348224219563,46.862895717594554
2020-04-07,82.41860819919603,79.26092750248107,96.93309884103351,46.71315830596597
2020-04-08,82.45752640351846,80.84451581184419,96.66646017811455,45.873803239493455
2020-04-09,82.93632610470786,80.31859876408416,96.15960482911628,45.86790969160772
2020-04-10,82.7884852043672,80.3103409989528,96.22639910976852,45.731315415498415
2020-04-11,82.41009116938824,80.54963076134615,96.74100249060933,46.437802047827944
2020-04-12,82.03856570889124,80.72857634104973,97.09221739990642,46.23182755895613
2020-04-13,82.8486481867044,81.01779223314412,97.03991699523364,46.721528561865426
2020-04-14,82.8252817783434,81.19546867224638,98.14066800510373,46.612140853742865
2020-04-15,81.45692418274157,81.03029064344099,97.99879296498608,46.02132696577422
2020-04-16,81.260676877709,81.03581304578576,98.21400901987218,46.2570998784815
2020-04-17,80.54361424329693,80.70780766921169,97.64209123464333,46.86590607047663
2020-04-18,80.23493030657647,80.33677676189247,97.31589420785275,47.31935067845562
2020-04-19,79.64621018435248,79.67765456594184,97.33449521246189,47.47633176441552
2020-04-20,80.59963906379609,80.07143732061687,97.61158050567865,47.974975076175156
2020-04-21,80.75895067137816,80.62335899991903,96.53665615278788,48.060137690388395
2020-04-22,81.29237395951063,80.32976114483019,96.15162464266596,48.10109906037826
2020-04-23,82.23827201419971,80.29102064605084,95.06876533164616,47.36479378319629
2020-04-24,82.38420153841673,81.09091551945858,94.24935850411939,47.470948875238
2020-04-25,83.65987045298706,81.65185578095269,95.02560140295836,48.224925311951345
2020-04-26,82.89412012005259,82.09738605360317,94.69961385981846,47.40691653063576
2020-04-27,83.59917057960931,82.23205244477464,95.82870739667551,46.750830809165166
2020-04-28,83.69791827367197,81.91812849970265,95.2035110755512,46.58728931059715
2020-04-29,84.1334790545746,81.66044566902684,95.61700092962299,45.90942800263662
2020-04-30,84.06193470156185,81.77805416135482,95.74526230657442,46.25156810892091
2020-05-01,84.38929083982775,81.99731908791874,95.77246826396627,45.387796905486724
2020-05-02,84.60170114805875,81.51287669384509,95.07963602885675,45.72809511687512
2020-05-03,84.55351791695114,82.1359414385688,94.8876956969097,46.230265890344526
2020-05-04,84.62540766811536,82.83970195532363,94.89194605383844,46.55871712686521
2020-05-05,85.50412160201395,83.23666026080535,94.73006636033712,46.568934657765276
2020-05-06,85.13977513343592,83.98842997832111,94.95346716399847,46.836070167236734
2020-05-07,85.91063825418833,84.30755597982653,94.71755284938901,46.25841958084346
2020-05-08,85.53659764043715,84.44463192200665,94.4832241642087,46.38827551720231
2020-05-09,85.86992155230429,84.47023964584251,94.48268430620172,46.07907826235606
2020-05-10,85.84261704270669,84.31176904963415,94.95783793346591,46.52446412250705
2020-05-11,86.1571118199028,84.30916974830373,95.98492642909886,46.87957867795214
2020-05-12,86.30907116697476,83.78873964333783,95.6309689222117,46.47438674720211
2020-05-13,86.56966843299355,83.7469389860917,94.51338656909566,46.65021611683985
2020-05-14,86.88804989287937,83.16276498912914,94.9276225029752,46.84677405511915
2020-05-15,86.98443998560778,82.7623544858631,95.58624492920298,46.60973727987986
2020-05-16,87.60936714651552,83.37663028777845,94.97326276378334,46.620964993811754
2020-05-17,87.87111071680566,83.96771467081979,95.62364283677016,46.87673495247257
2020-05-18,88.74775088557298,83.5490984150456,95.93611935593141,46.64838099538277
2020-05-19,88.63680485283031,83.98415056089362,95.348699925011,46.20545211406949
2020-05-20,88.26964272085684,83.68996240582847,94.02292934804431,46.319373794641606
2020-05-21,88.499813584192,83.35802934384087,93.6827055439322,47.06106883727479
2020-05-22,87.78487863717528,84.05418227533191,94.23067233381302,46.98478039830437
2020-05-23,88.33022117033212,83.50698983826237,93.96363633177924,46.80869213306914
2020-05-24,88.1543429225465,82.6133367092166,94.00856271407747,46.4123872353054
2020-05-25,88.61370623841685,82.28058413505882,93.16503033167365,46.98742477631277
2020-05-26,88.79608537053025,81.97961630946416,93.5859163866127,47.42501950396108
2020-05-27,88.77525602388735,81.79306819901166,93.41233559328003,47.35190988736228
2020-05-28,88.93801283867168,80.93271134595928,93.89849011320712,46.95822136448372
2020-05-29,88.22268449289085,81.10834436696643,93.3319440120735,46.55990348640525
2020-05-30,88.01833444728118,82.0565550354485,92.46580292939689,46.132188970185354
2020-05-31,88.41976415700488,82.20736127314953,92.9136803860395,45.88555592945936
2020-06-01,87.75566937202974,82.09673304519771,93.30072576937935,45.60517142634443
2020-06-02,88.05038185935454,82.43081180063172,92.98830220180899,45.23612818700212
2020-06-03,88.48242333819003,82.46827362174147,94.20622275218744,45.79369178928603
2020-06-04,88.15987055568654,82.49682232819436,94.32096233161293,46.58632408805622
2020-06-05,88.82456470260051,82.4556653507667,94.27038587043015,46.041663316448
2020-06-06,89.23063306385481,82.56444622492764,94.49954788035276,45.755988063074504
2020-06-07,89.92096740287647,82.35904586573686,94.74698181176456,45.28203490631819
2020-06-08,90.10476668527771,81.54490946694429,95.3073858743993,45.4412772699452
2020-06-09,89.89874656182512,82.46928281664897,95.00737619963435,45.27137808962671
2020-06-10,90.48357635151083,82.73427334895935,95.07037326388559,44.75606648307304
2020-06-11,90.48966727792673,82.38349054012811,95.00825237213652,45.58237248532985
2020-06-12,90.95937080061185,82.55906707644476,95.10263712930688,45.826223060122615
2020-06-13,90.73392356120819,81.99407815001557,95.92232814919836,45.3364994395705
2020-06-14,90.46178214890887,82.1842911402249,95.83512074786442,46.08985255886341
2020-06-15,90.0905878811974,82.5555536846483,95.74747554063059,45.516426463901546
2020-06-16,90.79819418073139,83.07202424361807,95.75142285040633,45.82365223185584
2020-06-17,91.12485907401472,83.35642299033078,95.69134853392286,47.03257287612631
2020-06-18,90.38417810649784,83.26144832648282,95.60204573890601,46.96697644259002
2020-06-19,90.22921628364242,83.77356160484646,95.79249644761907,46.822832202585126
2020-06-20,90.34115094422985,83.49755646495653,95.83249970616176,46.90663046429456
2020-06-21,91.09835663861763,83.64668225598847,95.94314324768484,48.0193755123844
2020-06-22,90.95645518916609,83.28192864288474,96.25215324040558,48.75748714646942
2020-06-23,91.48568676863111,83.39681491929471,96.69036070132836,48.53579327131195
2020-06-24,92.33406476040406,84.14388963582827,97.19021119313913,48.68805970410793
2020-06-25,91.71452064281152,84.53031607309391,97.67355726930916,49.14951580366173
2020-06-26,91.7468667797189,84.99134580783434,97.9628076189071,48.93502331238861
2020-06-27,91.4234144035176,85.54819471824473,97.38664338540221,48.369226867732124
2020-06-28,92.15292805108707,85.51312608748512,97.05585479879298,48.91140111676032
2020-06-29,92.4397309924947,85.07661387267272,96.84757720996322,49.166281658189924
2020-06-30,92.22228859017366,84.14981772880701,96.77728015643842,49.32571405988505
2020-07-01,91.735505449028,83.60780198638966,96.43182422162363,49.879147182339885
2020-07-02,91.42403539592264,83.6663051529789,96.02645030967139,49.30650511891956
2020-07-03,90.95172567848086,82.64985567301038,95.33955820103078,49.19064936407261
2020-07-04,90.67339677027893,82.7383779585603,95.16548592645692,50.50974313440452
2020-07-05,90.3627026014353,82.98532992247844,95.21519406117457,50.79356817785033
2020-07-06,90.63366532480386,82.20323935412077,95.08026933415384,51.107574872808335
2020-07-07,90.23851993849993,82.64285618070689,94.9240882906357,51.16049608540415
2020-07-08,90.4921955918085,82.4321451413866,95.03556498718122,50.23993236867281
2020-07-09,90.1540890758099,81.61448752626421,95.31891710047036,49.830934572671445
2020-07-10,89.56647466430958,80.76807475709532,95.43087385476355,50.287661475508095
2020-07-11,89.44230980209299,80.74025618722243,95.61179435427469,50.01674810295323
2020-07-12,89.12853840548476,80.78266269177912,95.97601846912194,49.93178237716852
2020-07-13,88.55301460497786,80.77527618314008,95.72247302012029,50.07747961124848
2020-07-14,88.24642214544147,81.29376416362102,96.27491196061781,49.5890327112584
2020-07-15,89.03785679662704,81.32480233463554,96.01804629188844,48.947810249300254
2020-07-16,88.83238903230131,81.03459658661149,95.84381531457764,48.941524380500596
2020-07-17,88.97827739293434,80.87435399161551,94.71513939205633,48.75613303252305
2020-07-18,88.63775279523679,81.41511839479699,94.44729468309683,48.870036730571975
2020-07-19,89.02918572455695,80.854831765675,93.78556420202247,48.154132952955344
2020-07-20,88.3717496706966,80.93434145459366,94.37086721254043,47.886774865333855
2020-07-21,88.9455955276688,81.03687157398765,94.79993502528467,48.231240828514004
2020-07-22,89.40312166803132,81.54828814533212,94.49546451756598,49.704143714955634
2020-07-23,89.34426067063286,81.60413374312238,94.27074490100047,49.763799409179725
2020-07-24,90.15120519854123,81.12584662626637,93.53531133581068,50.099220583391634
2020-07-25,90.55207436379487,81.22193605140035,93.11526989489414,50.34301314126205
2020-07-26,91.72702029195179,81.58159729797174,93.37554667944859,50.48974248671921
2020-07-27,92.11399713729486,81.65147981208041,93.98827830781515,50.830756803106155
2020-07-28,91.56680266240174,82.1996750261983,93.93063329608364,50.35132884414487
