V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Time,Class
-1.6641161479772295,0.8832321466773367,-1.5992647260527804,-0.3070204976127515,0.5632765545764779,1.2137058800187361,-2.337924237660799,0.7115901074706978,0.8617246400504668,-0.55701546815813,0.09090908943434983,-3.051971727341344,-2.747980314807912,1.1085327200082544,-0.5388952289859689,-0.34621223150213903,0.23467640369402637,-0.36593221077687255,-0.4586921335369487,0.39448906191004945,-1.4955362576793882,1.1599176518605934,-0.23025002487435325,-1.005658500740873,-1.1402096845223317,0.04265188645532311,-0.30635770977837695,-1.5488400745187596,419.99,0.0,0
-0.6018351053781364,-0.8091990028828162,1.2618565365208698,0.13045241497174223,1.5693394283705584,-0.7099742243672579,-0.2911318887440301,0.38655322523571406,0.604132610574034,0.7209910724529655,-0.8878095524334758,-0.8596791369905953,-0.3554202714871766,1.4809068640855974,-1.0006831834315362,-0.5269250061566547,0.7298579144231867,0.67635426474882,0.5554183678179195,0.08084358077930223,-1.065133621549736,-0.6907759289021356,1.1264901759289505,0.7736373332557416,-1.334984907775466,0.869457629704822,1.3087784387643355,0.053830788713671376,340.74,2.0,1
0.42628118067960685,1.0114851855762088,-0.6957163961624019,2.3295978046214803,1.2230779786465324,0.5240281472034619,-0.03450784418471148,0.4947774446137474,-1.560282498664445,2.0820877679096186,1.1288915734423497,1.4640135968022554,0.030757163683692433,-0.3602891960796278,-0.6743072033502759,0.8135746088468064,-0.5125470796562709,-0.18735693318470698,0.5463991266752499,-0.6593283168363387,1.04394676398319,-0.017741077889854382,-1.508119318295972,-0.670002678768328,1.308185449970264,-0.9370025133623828,0.8940774872376187,0.12167343669457237,390.3,4.0,0
-0.17170030172911382,2.5125941507832743,-1.2842162429296544,-0.740133604989783,-0.02343006898340781,2.4157493920500834,-0.021101176792307826,0.27425293855545196,-0.33583549958663556,0.35862857856190355,-0.2738174066364618,0.6953226044332554,0.7741873264854945,-0.23410516282819913,-1.125480038096064,0.09356984702573579,1.4021217484211665,-0.8266605937792095,0.3339168903933009,-1.2057404300126175,-1.0398073344765253,1.3003658353029879,0.6915333826492797,0.3489651300384277,-2.321773264308295,-0.5528928714367063,0.6068140030866872,-1.44906550792099,223.89,6.0,0
-0.3538853899085967,0.7666537106193172,-1.511138713344806,-1.6792865869487967,-1.4938281162441795,0.33448521161151235,-0.5569985288629022,0.8780486264631149,0.12101838523461472,1.88053471793804,-1.2374821982493482,0.33177170510909826,-0.7952147710246502,0.6002126991480295,0.11993589027284002,-0.9931208238203807,-0.15715224610887607,0.07309807721165089,-0.599308939995225,0.727167214983577,-1.0310926166689147,2.091008558033163,0.9536903006268548,0.3487411190535363,2.8453142746971904,-0.30929882589326496,0.6113758675643471,0.2226804635992078,97.54,8.0,0
0.7974676932078243,1.4961163670666207,0.5489493766113593,1.0417938953151993,-0.5503879903465915,-0.20615014846379853,1.6382875602630038,0.5968561635293599,0.24832364485818859,-0.7532442090835173,0.9665960811349503,-0.7814654209824603,-1.076165855770106,0.1149257510289212,-2.4024925335286906,0.6110767163709747,0.37694419674128826,-0.35280355863586044,-0.26211815856003734,-0.1193209046663986,-0.7891273775473416,0.18457262749829312,-0.24939493038551502,0.11245215328861864,-0.15572858533474318,-0.3525286724912474,0.27849262343763714,0.7810998429315105,163.11,10.0,0
-0.5247691451678973,0.3954732916459576,0.5194304105141907,-1.2838638820065704,0.9765444751538083,2.056451330655989,-0.08809569066254558,-0.1711954087040298,-0.2130061615953476,0.6206057547993037,0.5107785266498117,-1.590661202320854,-0.8661210502341619,0.5073128498916875,-0.14502176987975104,-1.1661179072395198,1.5002601802880169,-0.7997132662579801,0.03577712199692792,-0.1715191114289733,-1.078688800950558,0.18495480218043323,0.39210688349941963,-0.4676760318296278,-0.33619226438948224,0.6004870427626134,-1.975138265663388,-0.8450038502477212,450.74,12.0,0
0.2134348965323792,-0.5267387269901164,-0.5410290637294516,0.9016925461961687,-0.6333242820376819,1.9791782511138234,-1.7545125778889181,-2.2119938332220683,0.8789361614684575,-0.9839512593720482,-0.9670735882729943,0.9847332738196769,-0.497268586046461,0.9103618158649048,-0.6104119427524594,0.3625315219753062,-0.511422479978421,-0.9198122758702884,1.7306013575347177,1.1164621763598257,-0.72664068293268,-0.1783960368144386,1.4762267984112802,-0.9882204150615219,-0.9341080368080884,0.47006047230485454,2.2704945602612208,0.05383155186744948,469.01,14.0,0
1.0498112394867007,-1.017439756288668,0.3610523419360335,-0.35961471185156113,1.8666250786267489,1.5986908444131307,2.279416736851362,-0.695489289097408,0.03549820740594164,0.3751669243240612,-0.6564676363258843,0.1310551997274029,0.9089780363588296,-0.5503655277315042,-0.7033564597370255,-0.7696557761698666,-1.3437023847886878,0.8539928670935176,-0.7056683357258804,-0.8111073302488002,0.5290698351727404,-0.01061602088251416,-0.5255303601050969,0.8106288106660021,-0.5654461319074233,-2.176950972293945,1.3332429887058133,-0.8281954756893285,240.94,16.0,0
-0.7189541788552649,-0.7145370609780494,0.05960098897463615,-0.2742424572062906,0.9880711128581385,1.6451139925104044,-0.6791994784323673,-0.9380074240317505,-0.5219013746871703,0.4390582913203032,-0.11636096876258156,-0.5004115102095141,-1.297010496766463,-2.208888842800432,-1.0047175552014327,1.2644158618518795,0.4359927730641968,-0.19153532273753346,0.7297867965573894,-1.2878831551014192,0.05675005155562204,-1.7863551243399423,0.3460190261534824,0.25951517604542856,0.28330822318864846,1.167618079959826,0.7759947965291105,-1.2089136153272644,149.4,18.0,0
