date,store_id,item_id,promotion,temperature,sales
2020-01-01,52.688171872004816,30.200013810037216,71.62878161919961,92.92453786692815,20.33737422452581
2020-01-02,52.85489646157087,30.592015317377314,71.5727305855619,93.42696079149414,20.565396424222932
2020-01-03,52.824188527637496,30.156835827399668,71.37791801308941,93.74356648295564,20.125230528694686
2020-01-04,52.712682316091154,29.89946258764362,71.51783823294615,95.12506224465787,19.55877543875705
2020-01-05,52.675746431722345,29.591063325426582,71.53263799489702,94.71210815001054,19.432574384929225
2020-01-06,52.347053674543645,29.745534266145363,70.77070334836309,94.72384724555751,20.422713716829367
2020-01-07,52.34152390137703,29.339330547135752,70.27542528838914,94.77892508306442,20.76723051793945
2020-01-08,51.52967804356203,29.25151701876934,70.92771344707758,94.08130920840306,20.95747750359455
2020-01-09,51.61640080257777,28.72042088883324,71.11293829985138,93.81145274539634,20.121087331851122
2020-01-10,51.01398479191597,28.613559284086595,70.79307933434073,94.06432160710929,19.809626376528325
2020-01-11,51.06120030590566,28.58721817017074,70.60663701413776,94.31190376892101,20.525906352866798
2020-01-12,51.22167939780959,28.34206476433874,70.1756532259611,93.99204144229573,20.390922186508146
2020-01-13,51.93021398680279,27.470695883842136,69.91332955454361,93.91563822708018,21.48839172259576
2020-01-14,52.08859919801561,28.443123773689752,70.4255799088375,94.89328361000854,21.71241591900758
2020-01-15,51.955422721716396,28.63334582329199,70.33505258544828,94.87369599289596,21.637183412541777
2020-01-16,51.640989368987654,28.32040490684566,70.7516510241377,94.55130001723259,21.48019506265998
2020-01-17,51.999150325962006,28.495980447380635,71.56548498221815,95.59406986741452,21.447669748684923
2020-01-18,51.949589602896026,28.892949443478155,71.36791125968475,95.75570271374055,20.721759455873745
2020-01-19,51.573387207408395,29.128607759918538,70.72035834542201,95.32791478900249,21.208290339150643
2020-01-20,51.65008007580933,29.484075539158262,70.93682187810758,95.85261145691189,21.429139427056228
2020-01-21,50.721608524958874,30.002394364902827,70.52666832399841,95.32878692761808,21.30104304088099
2020-01-22,50.761607332653725,29.596318102926137,70.52697179376798,94.8802361740766,21.245287564951578
2020-01-23,50.37139201329975,29.4352503475247,70.61123265702602,94.62253115863695,21.650182642711112
2020-01-24,50.20821814158225,29.4746476760131,71.53983031924074,94.18336391037887,22.66506586398991
2020-01-25,51.205315066204555,29.676449883708955,71.70128199838615,93.79541533895541,23.430852100924604
2020-01-26,50.962670605692125,29.832281944138725,71.47273138503903,93.24250611488543,23.523730476632842
2020-01-27,51.35758867993729,28.776864706544085,71.78565270110589,93.29352806956524,23.112425433057144
2020-01-28,51.88219564561523,30.198316314899763,72.1932307704813,92.67290702478181,22.345770215598574
2020-01-29,52.309076122245244,31.033137047356462,72.79565361488216,91.99780369514716,22.407117324564716
2020-01-30,52.494658095689495,30.755684665737967,72.3342086094233,92.22719518034913,22.01549877508678
2020-01-31,51.940844689689456,31.092451588861817,72.9796671360815,92.115360340855,22.09309783984675
2020-02-01,51.61557075150662,30.74263869567252,74.12275132383945,92.11622187058366,22.238422022469603
2020-02-02,51.032687772992105,30.232165610272542,74.75705392331226,91.98667760644962,22.596885362451864
2020-02-03,50.85670981525323,29.787713025632645,75.48231291024739,93.09562659525064,22.01112003675939
2020-02-04,50.686549909309896,29.549912798906604,75.26494556309557,93.10518539681918,21.56755281591202
2020-02-05,50.22967047704205,29.775703493052653,76.10965804604834,93.01391704970149,21.410458458774077
2020-02-06,50.50334713182803,30.02676104203969,75.87161760284637,93.20185733331115,21.540708834836106
2020-02-07,50.25663394547356,29.921070808715665,75.85223334845101,93.36344473248795,21.641500549368438
2020-02-08,50.075253449431784,29.11772233039958,75.61997032021574,93.84570232799628,22.930536809460897
2020-02-09,49.29082534699181,29.339420383225864,75.32938062944379,93.93194455928379,21.800906232070282
2020-02-10,49.32546412785569,30.036715600963404,75.32676056268316,94.142342413807,22.356023427859583
2020-02-11,49.278352943478524,29.9266413567376,74.74988294055453,94.5265554336273,22.885383230522244
2020-02-12,48.978614745085686,29.893843590724686,74.40630775139734,95.06712079721697,22.427733881791507
2020-02-13,49.169175329578145,30.94132789489782,73.91999578648732,94.84091577000449,22.191573274063686
2020-02-14,49.22860876272313,31.378045759759566,74.68709218351623,94.10030518591583,23.072360476146912
2020-02-15,49.52239595524289,30.908661994613198,75.4971117939424,93.27097687514129,22.76127714412226
2020-02-16,49.83872450827795,30.35280083778374,76.76979346112097,93.52519450644846,22.458502175820016
2020-02-17,50.196253259155995,29.73896703113464,76.73633577934594,93.63098522019658,22.51846908035407
2020-02-18,51.030601068473025,29.928676793424934,76.75105221189158,92.96946350221562,22.77464169339338
2020-02-19,51.0949001416938,30.73020891433077,77.13678234014368,92.96950403836223,23.273421685047275
2020-02-20,50.62186659945524,31.016436715843962,76.49858858729567,92.752032821527,23.79376243977363
2020-02-21,50.4068913480873,30.535851390131374,76.00937508795822,92.35885153428272,24.184687903363084
2020-02-22,50.20526804703176,30.963733088500998,75.21079162409018,91.43897343520057,23.230678817684
2020-02-23,49.745361039490014,30.56631186468775,75.62918644676557,91.24646040460829,23.210006581417936
2020-02-24,48.48868778412691,31.814575989505332,75.19862652909895,91.42714267986979,23.542441197358148
2020-02-25,48.60429970106813,31.534880662103856,75.69944966834262,92.3248668279844,23.88481703353191
2020-02-26,48.62113302596531,31.00100671160548,75.46855044870341,91.64831180208286,23.52983309099952
2020-02-27,49.578086135197395,31.153641005720083,75.4704198295295,91.42813601087906,23.01849383842606
2020-02-28,50.50329160189019,31.59860492791273,75.38484743989581,92.2391186486253,22.472715074558987
2020-02-29,50.843203883466714,31.780983474871867,75.48001273053035,92.7301557213158,22.705478826728932
2020-03-01,51.12454427346454,31.94398392489486,75.23550380979344,93.13618822301856,23.20910687489652
2020-03-02,50.7097267881043,32.28217159949141,75.7553431243422,93.13661380258777,23.280043930820177
2020-03-03,50.80404319043909,32.32448789242262,75.67152886201345,93.54800294420203,22.74508077683607
2020-03-04,50.74577600350745,32.52642220372973,75.85352291461392,93.14406817840653,22.83488299286019
2020-03-05,50.818663337931,32.92654234693402,75.90830043465076,92.66420640945026,22.35894070582154
2020-03-06,50.43419719177683,32.31420252442013,75.40150399280256,91.86816036330255,21.99044765497261
2020-03-07,50.643754777751305,32.19035031983555,76.07612385246456,91.83983348681816,21.806139765942333
2020-03-08,49.95908372475468,32.5493874823321,75.75030474747747,92.16517888536917,21.406879009737175
2020-03-09,51.476830430338104,31.790251409518334,76.15467872242958,92.35513874225734,20.841770143931395
2020-03-10,52.20036400478844,31.96514419767612,76.51916560438197,93.21368091256228,21.61645621681717
2020-03-11,52.86397674978633,31.723203864317778,75.76970115895558,92.83476829222612,20.672529735215846
2020-03-12,52.22628908278766,31.598140702909006,75.67983923593397,93.38229401418846,20.376739997698124
2020-03-13,51.41593441513922,31.613433823199713,75.96974972154743,93.44970993939214,20.268849054278213
2020-03-14,51.55331996357212,30.826377282126046,75.82498665531895,93.9690776146736,20.882830297746825
2020-03-15,51.40109471667009,30.543522606562956,75.76100212263098,93.94569004550037,21.030163838611365
2020-03-16,52.32495769377426,31.20024114565343,75.86952561046347,93.93602514717712,20.88939175469113
2020-03-17,52.63884243307918,30.21925213446003,75.68154865983442,94.06514340880595,20.518796047913614
2020-03-18,52.61822138000977,31.025527587933237,75.86014781796753,94.07910325298182,21.09243207523534
2020-03-19,53.358163013774444,30.73850857451608,75.88143901488259,94.80044380471455,20.68911968788571
2020-03-20,53.449226347243055,30.44706278435322,75.78294310238921,93.72529990651879,20.794694517401986
2020-03-21,53.56372453936848,30.495414203671245,75.29767975154873,93.39617552615599,20.70999782254576
2020-03-22,54.084785457315995,31.215800916574395,75.50046748658191,93.08365604732683,20.950024498616138
2020-03-23,53.74603659220256,30.543882423526767,74.29594747156415,93.55781653542547,21.735578351620596
2020-03-24,54.25538368474001,30.278164443501694,74.42709430235925,93.31493297321148,22.088325787610486
2020-03-25,54.53839765627378,30.64592110995859,74.43452199018982,93.29150982128971,22.02386730456659
2020-03-26,54.07803209930617,31.03286991950843,74.02799820836044,93.10916403584835,22.861720594922765
2020-03-27,55.05705914702921,31.93617047756284,73.33325776913937,93.4534542623762,23.65162801877774
2020-03-28,54.82832442494052,31.393472735426144,73.54238783728897,93.39072131238203,24.221388736943013
2020-03-29,54.01108357454397,30.803780877623232,73.41883535863244,93.8208542150531,24.36240661403446
2020-03-30,53.622289972020425,31.21975003030774,73.48815091564131,94.31353871447041,23.976851797681327
2020-03-31,53.10442519170338,30.89002412862627,72.56942873689013,95.29021970431079,22.793831712400603
2020-04-01,53.20227194333771,31.11241064178507,72.80772005652436,95.72403629178133,22.899550222343137
2020-04-02,54.01353082932725,31.468215500171688,73.27755072945773,95.96529427259577,23.28654700649777
2020-04-03,54.13788040695366,30.64901338149897,73.20121819939882,96.87701001670214,22.617987785376318
2020-04-04,54.930811757602115,31.56754659031132,72.75276400752902,97.44471710391717,22.825730136434252
2020-04-05,55.46411723505398,31.74522773307827,72.9698305109351,97.49034729019111,22.603013165161492
2020-04-06,54.130872419093926,31.45400020733387,72.82772920722039,97.3408518292328,22.858138308646907
2020-04-07,54.58060695497038,31.507605305000823,73.25940409656432,97.94911083585652,22.549863601406024
2020-04-08,54.29011516910432,31.609192202372626,73.26977311063108,97.75673543589083,22.186836561733674
2020-04-09,54.546467296474084,31.73634996599307,72.19863324852538,97.96648922647758,22.15629351274339
2020-04-10,54.51752924000212,32.174948592820975,71.02408640819884,97.18545540627721,21.568100745608483
2020-04-11,55.910597974820455,31.891692251396115,70.66887074969517,97.09560644669686,22.048883139423626
2020-04-12,56.12863219820976,31.97484546467165,70.89532047094207,97.81544867373444,22.05900408102215
2020-04-13,56.42053375729274,31.822499779782966,70.64915652544227,97.29600224029686,21.486713921527603
2020-04-14,56.95966077865641,31.99762161618412,70.89522293342092,97.67989056163889,21.17892402216636
2020-04-15,56.215104081174296,32.07820907102902,70.56418517118573,96.59319169759084,21.47403585746322
2020-04-16,56.75683289931227,31.063185856513062,71.59549632356727,97.22596045524715,21.32331916144065
2020-04-17,56.6490306112715,30.732558151562714,71.50150387046673,96.82981806969435,21.678277999623155
2020-04-18,56.303305402288004,29.83147592998966,71.63610863337651,96.65850311787666,21.180716637155314
2020-04-19,56.7133208831651,30.720601195430227,71.15683282216003,97.36495688403247,21.040858419235622
2020-04-20,55.969159271196304,31.182682190216603,70.94773250992642,97.17662438669147,21.004756925168873
2020-04-21,56.43862872658969,30.55386232599394,71.19467052085159,97.6446864647912,22.118210087293594
2020-04-22,56.35988610139106,30.973743028977285,71.17157198990454,97.99674139295068,21.754233761750704
2020-04-23,56.309815773958206,30.747595252532374,69.78076304114366,98.61248379288573,22.067500876732446
2020-04-24,55.187713753168296,30.83538723830494,70.03031455795939,99.10419288703949,22.30323290021183
