date,temperature,humidity,hour,load
2020-01-01,25.57888233167661,17.010674920730875,40.97565634892013,41.65638061551803
2020-01-02,25.692277895890072,17.214899875439514,41.41351636038783,41.86788641221318
2020-01-03,26.94521379315772,17.204981473102837,42.19560216316661,41.77973661741833
2020-01-04,26.717639686057094,17.260595362507583,42.798983402728176,41.955361020905485
2020-01-05,27.153994709976438,17.124008183803372,42.495927746295436,41.94913826507967
2020-01-06,26.939762352892892,16.92716075753565,41.953237735862814,42.19761237105039
2020-01-07,27.0835448370322,16.888088063700664,42.47520990400781,41.54229812040815
2020-01-08,27.584411688840742,16.56537356837918,41.8755432761256,41.61711004375415
2020-01-09,27.93399785170214,16.606265129699203,42.38807244855574,41.47885560669037
2020-01-10,28.290047923370967,16.5559052560511,42.380883050700064,41.06150068296963
2020-01-11,28.75498175926112,15.940331736527357,42.28627101297669,41.811963065845866
2020-01-12,28.707438289555213,15.969218438664933,42.85961603622215,42.184724607222336
2020-01-13,28.793567315491806,15.012982653904661,42.86553219605936,41.73964715679817
2020-01-14,28.913247192690314,15.051199818063422,43.57171187392457,41.94013323129797
2020-01-15,28.977316445079886,15.370714910402077,43.18315698668766,41.64165997294706
2020-01-16,28.103415081314363,14.99665236057184,43.137210152719994,41.409950348179855
2020-01-17,27.760164311285706,15.280740841940311,43.79322082071363,41.3189419344968
2020-01-18,26.28603499077911,15.513899645002244,44.61669211354864,41.18126674965343
2020-01-19,26.681059829062455,15.993396181314411,43.83168773017434,41.00773940999456
2020-01-20,26.67480802478397,15.862584494136533,43.024766902572026,41.14630709991743
2020-01-21,26.93777833727953,16.10037427489934,42.45985986884195,41.08874476733198
2020-01-22,26.969043403136123,15.802716885605186,41.54563906975507,40.6460617778887
2020-01-23,26.934015148263427,16.197704753352113,41.44461931810434,41.21262204256152
2020-01-24,27.22495380739148,16.853645439823826,40.57642124119165,41.14894472008815
2020-01-25,27.82848729810712,16.285428671331083,41.73805428502792,41.30094444892927
2020-01-26,27.604015594712543,16.594154497671052,42.501302150798246,40.49801559579087
2020-01-27,27.19134203143857,16.473007576478494,42.39991158175195,40.83007347826978
2020-01-28,26.9306688789193,17.155666057306053,42.87441081752196,41.519813338442404
2020-01-29,26.52917112459763,17.442017077014796,42.95756419814388,41.7941318314389
2020-01-30,26.162692313646932,17.421147587608953,42.883882479268856,40.41762255114594
2020-01-31,26.43520847941102,17.430626452332863,43.0951284061737,41.267881471000685
2020-02-01,26.306493162279935,17.8984865366293,42.27993850386657,41.204814699067256
2020-02-02,25.646298011476702,18.118798741658367,41.744335575609654,41.6477201473676
2020-02-03,25.572829358818417,18.045257069299886,42.27690379386423,41.15120305012604
2020-02-04,25.651177170884942,18.077762827826874,42.066053408174824,40.63010903913519
2020-02-05,25.149111525300757,17.758145353086803,42.14862112298146,41.33432523598129
2020-02-06,24.424381800093094,18.84796100754385,42.05630195818597,41.50925368694839
2020-02-07,24.043293655151295,19.89305030187373,41.75691377704696,41.72266913917202
2020-02-08,23.160471515577413,19.68960958203303,41.72402807417727,41.52430664993367
2020-02-09,23.002307378572908,19.750065269853827,42.0125658575295,40.76222944491767
2020-02-10,23.206232344581938,20.361638915891312,41.85398351142692,42.041201968212775
2020-02-11,23.73767732845852,20.30491459287264,41.610451239436166,42.54091200237415
2020-02-12,23.248120672953753,20.10983311805453,41.50235714153582,43.164983919835635
2020-02-13,23.143248340702613,19.490770184058928,41.97742872696388,43.72480109683815
2020-02-14,24.58102100548087,19.432838974786772,41.87119950388899,43.38040477997994
2020-02-15,24.684238337071616,19.19328200269556,41.457759015630565,43.58978356516318
2020-02-16,24.4432846093867,19.263127744952687,40.98632499593308,43.755189537034155
2020-02-17,24.39390381765564,18.522221166282783,40.763179165951904,43.55367985493958
2020-02-18,25.266926469592747,18.85959361778325,41.07204464906597,43.67235654903278
2020-02-19,25.37309988735513,18.165227085369086,41.33131632149407,43.74416239410007
2020-02-20,26.389656152250588,18.25028470118822,41.83360790478034,43.94806382118881
2020-02-21,27.13871724475478,18.0839718775356,41.282755110837826,43.02538299222844
2020-02-22,26.6613570786204,18.35159544696345,41.13264023558943,43.512169373035114
2020-02-23,27.305653646965492,18.13167104499106,41.14542254062352,43.21947283165401
2020-02-24,27.654269914340208,17.573247487859472,42.13487716900154,43.51300783110835
2020-02-25,28.06247237834256,17.163535840260327,42.24963504478787,43.76574401649607
2020-02-26,27.846105090838265,16.720813720626733,41.89916436372002,43.85673631054104
2020-02-27,27.97605910402052,16.36816709209481,41.87706749564015,44.157233704575134
2020-02-28,27.774156690396424,16.102001518870512,40.809464930634235,43.74141795901325
2020-02-29,28.196478288865634,16.113958579686315,41.345742931329525,43.80594264774859
2020-03-01,27.618467133537226,17.09188143634839,41.863972544042625,44.69205942130965
2020-03-02,27.07343331527356,17.31377783259513,42.10548949892198,44.75145107577511
2020-03-03,27.122873471701354,17.595152281620628,42.121358820613075,44.118074140574244
2020-03-04,26.81585662632581,17.645271713987135,41.95121201607864,43.53180440150308
2020-03-05,26.556706151973003,17.63258456560289,42.82213571866711,42.77714130344892
2020-03-06,26.840807427048055,17.955342471148832,43.055774398954355,42.12153502000084
2020-03-07,26.611152285371723,17.543951669637988,42.84105148038114,41.652943393449526
2020-03-08,26.94866148028007,17.83340093615593,43.19233742584904,41.88377219119438
2020-03-09,27.211248761384798,17.286670187527598,44.44799038285405,42.42663643068004
2020-03-10,26.97248366121877,17.480302245071435,44.93836889730749,41.62971893915431
2020-03-11,26.62984658013088,17.50623117047008,44.963692931358715,41.58214874271225
2020-03-12,25.990881191924046,17.509313548614468,45.2327543931584,41.605035111659525
2020-03-13,25.832368076303034,17.045322746713037,45.00493503082757,41.6349577529436
2020-03-14,25.638004876609223,17.21789484554015,45.780221571211804,42.3315951458711
2020-03-15,25.44140800376888,17.384087712061657,44.26415787774615,42.43747105643447
2020-03-16,25.233487339825558,17.43260866815496,43.235686381864056,42.17599110152766
2020-03-17,25.419105550769828,16.306021532287488,43.75981460509359,41.7862559512029
2020-03-18,25.609942835500043,16.229759384283632,44.218281092719835,41.98483690810847
2020-03-19,25.53608730275055,16.421983049042034,44.46726854341265,42.430009495928694
2020-03-20,26.54247044596927,16.083707976782303,44.576458882944664,42.402818004038664
2020-03-21,26.10937468113277,15.626529844908733,45.29743815296129,41.585732886787945
2020-03-22,25.8599067351336,16.19997700807232,45.983937709473594,41.59550691544196
2020-03-23,25.193052571677182,15.884607057938767,46.05576073202187,41.70886209173583
2020-03-24,25.106746799847713,15.341314279522482,45.33591512257455,42.148419354472786
2020-03-25,24.776541649031472,15.47469730563376,44.2063619345373,42.690552793803995
2020-03-26,24.83184777205772,15.395279767404952,44.47619015857846,41.47595596758748
2020-03-27,24.64695250914598,15.403583040308659,44.95402400644394,41.555590582454464
2020-03-28,24.736817756458265,15.389079254981182,45.39880348159695,42.480084015477445
2020-03-29,25.472566640981523,15.058677037254721,45.695789209586444,42.73603178319142
2020-03-30,25.164394600866665,14.321806943380452,45.745312332870256,42.25372494385153
2020-03-31,24.87539666839675,14.7694431840459,46.56662277304942,42.28959720806407
2020-04-01,24.56631312294806,15.50280482666778,46.636614582081144,42.64894983869579
2020-04-02,24.50766247074658,14.861538949583853,47.3334163079236,43.353810942030414
2020-04-03,24.28981214775128,14.946487249405523,47.34400973453342,44.467048415188955
2020-04-04,24.808904450099597,15.311885537161086,47.54987162219077,44.40043962722288
2020-04-05,24.363769621958607,15.03900612111998,47.236562901236574,43.742484478848795
2020-04-06,25.58198461168338,15.306395065310486,47.52154135342313,43.33463914524406
2020-04-07,25.639594672000445,15.720528167259458,47.69050859992922,43.71736339666575
2020-04-08,25.144201432486373,15.92648391918947,47.26712505070881,43.36298691075047
2020-04-09,26.478746932047777,16.17224799803508,47.7260037204681,43.46155189253766
2020-04-10,26.64743840048039,16.80128560066773,48.375587892375265,42.767710345963614
2020-04-11,27.844098140108276,16.839071216421626,48.007137477776155,43.212642972742756
2020-04-12,26.731507022820814,16.589282413923833,47.7487601674338,42.81849884381617
2020-04-13,27.279169436302546,16.84196131861606,47.76673149818109,43.434871206816105
2020-04-14,27.07168389747283,16.947508396059636,47.433228895447584,43.438706103643455
2020-04-15,27.52367530219209,17.065041471348035,47.115524894319,43.830809669639656
2020-04-16,27.785865291455018,16.91295491365895,47.62987657895064,44.602354910716166
2020-04-17,27.586193414347164,17.2109382899258,47.68081976281745,44.171410684515095
2020-04-18,27.61892321809154,17.68490806185474,47.104007729682294,44.166273706401405
