date,temperature,humidity,pressure,wind_speed,cloud_cover,rainfall
2020-01-01,44.49704138599336,21.693545659707056,54.70325070150983,44.25926277553726,98.24483909209218,25.146111671140403
2020-01-02,44.680597216900566,21.48562562511364,55.027345853082565,44.35466012362156,97.94961597934396,25.58827832186602
2020-01-03,45.22558144224337,20.985308256750194,54.9813981613451,43.898027973121096,98.29547288069803,25.407469170012114
2020-01-04,44.82831157781938,22.096971949142485,54.79122570276446,43.28514991579279,98.0020426460398,25.51334932280437
2020-01-05,45.12223830372137,23.08807253737248,54.654765260975246,43.596483879209956,98.25786849092604,25.42261541973595
2020-01-06,45.01503978940588,23.6708681049575,55.29379501755633,44.50801120791644,98.3711659619669,24.805081940910902
2020-01-07,44.32654211764451,23.859083509445846,54.98306583303503,44.314494123643215,98.72838127053404,24.751900535602022
2020-01-08,44.0975101594191,24.048267460763455,54.96253738425313,44.60487107960575,98.5504525362415,24.529275450038977
2020-01-09,44.42788535598179,24.709310232037808,54.48498829675357,44.84674254994459,98.47188030485675,24.908536830136764
2020-01-10,43.91633608787388,24.774688315160027,55.12984905076083,44.93374042522397,99.02115001845377,25.52620363149331
2020-01-11,43.26496762920844,24.362943817155305,54.82366116884418,44.58937214423722,99.6598859101316,25.967051124880264
2020-01-12,42.93810796619022,25.42455064076471,55.609921633845474,44.08272063051538,100.50582104488312,25.599466842006162
2020-01-13,42.587372917415244,25.71216456555547,56.85022647603099,43.6841282343986,99.96040806790494,25.01806569318082
2020-01-14,43.45243149871053,26.438689002000633,57.22297115140931,43.594755295511014,99.51988515617472,24.26121699980971
2020-01-15,43.536325873717196,27.344753548894737,56.90968465608349,43.385110161122526,99.68854694643099,24.345899045384158
2020-01-16,44.1289741780756,26.458634715336224,56.44868126711539,42.810563654413976,99.52319413732435,23.991316034375327
2020-01-17,44.089919090148044,26.026648477756762,57.06249041335732,42.707983540055544,98.49242424693388,23.434850933196156
2020-01-18,44.23680505813937,25.92498562272083,57.225130032747344,42.390130772617425,98.70624561046994,24.415796152359007
2020-01-19,44.68189449270639,26.17545567285562,57.2398207579047,42.668611463000765,98.28746546879226,24.65890382003453
2020-01-20,44.01097803394803,26.63372495769722,57.52029007933522,42.47313959015055,98.29744301805734,24.826992191699674
2020-01-21,43.50725854939865,26.602136799559876,57.07099659319148,42.89501499292656,98.43012609960417,24.97012989135942
2020-01-22,43.774742050081684,27.24853652872114,56.98144643439636,43.00987547425352,98.22854948128229,25.77951744440968
2020-01-23,43.81868901834593,27.55324264442236,56.52275065258578,42.76154700255212,98.08194661777885,25.695998663252634
2020-01-24,44.08400272825925,27.851795467112723,56.72489964891062,42.67983758973063,98.40923220164952,26.004909381608055
2020-01-25,43.66532119221731,27.713402145373397,57.079531109447785,42.61228213401903,97.53200150596503,26.456605575140703
2020-01-26,43.59842856777629,27.871288722602507,57.65955291525195,42.69536257486493,96.90102514405791,27.385476787673078
2020-01-27,44.293846786637445,28.02574153010177,57.364123342025806,42.87587221884023,95.62266074471056,27.384741719501648
2020-01-28,44.000182459202016,28.507139078276374,57.89810429816399,42.650736908181095,95.31120551034115,28.002042683290046
2020-01-29,44.433936720971666,27.84851291046251,57.05387162853584,42.53147402429385,96.09921162510042,27.08783596819372
2020-01-30,44.625764246990194,28.199586471825008,56.52950334540971,42.588651849038364,95.53874264653453,28.14653287931316
2020-01-31,44.22962077018719,27.376391909215048,56.870734276758455,41.11006978605144,95.59706624463801,28.357836742823793
2020-02-01,44.815427314216734,26.94973391412399,57.16495079184983,41.386569647943695,95.56703871010065,28.735468938732986
2020-02-02,45.43771231278318,27.25357611405392,57.38973004785905,40.909710115083016,95.05869460340566,28.093526418969283
2020-02-03,44.76863021016149,26.83450013711802,56.615544262478366,40.765180076712845,94.71758394402642,27.419236101291894
2020-02-04,45.15521757660819,26.848139261713538,57.16646326634825,40.426498662840395,93.71565350007783,27.096151387646017
2020-02-05,44.955617890429075,26.387507740236895,57.34471537767059,40.80074575892019,93.93044961580796,27.106053596620875
2020-02-06,44.88952004693495,26.68714720088244,57.45998525863185,41.31310916187506,94.66961037373264,26.97880010178501
2020-02-07,43.860465140104665,26.710840358754716,57.849340709840746,41.256954075045,94.02784605675096,26.77380923541723
