date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1
2020-01-01,72.37220714730721,82.94976267956677,52.86107050052806,43.09670981257249,30.066200540444875
2020-01-02,72.43438397189293,83.30623421333358,52.39250415708262,42.88542336442893,30.701527458716313
2020-01-03,71.74518511643403,83.2734464325628,52.872859133637654,42.377427901805596,30.20069014762698
2020-01-04,70.86371962298134,83.21951022716783,52.54818904247431,42.75715942653313,30.060549939988462
2020-01-05,70.72045117658344,82.90873062217294,52.67928563657284,42.62405209452581,30.460982801306834
2020-01-06,70.8795219575693,83.55556033147836,52.26532270638205,41.73392423185034,30.611465497460514
2020-01-07,70.31559011678412,83.57456248768848,52.54475249521943,41.73430659774117,30.69511924208882
2020-01-08,70.57873774397744,84.01634320741418,53.08110814782051,41.74395267319232,31.249717602675112
2020-01-09,70.60011250024274,83.0175787777617,53.20760575462195,42.12095056488691,31.37975917616235
2020-01-10,70.92523834433437,83.09109939349649,54.162172023314554,42.181023076180196,31.10729203271031
2020-01-11,71.39805762201385,83.23403492189571,53.801953914352914,41.87462100816377,30.459157354551547
2020-01-12,72.06984594349348,82.6502348906976,53.85093818750322,42.12357293573399,30.70250822682304
2020-01-13,72.37148197392878,82.27966542912772,54.273862887968626,41.79916045823133,30.31745609594423
2020-01-14,72.22384980345586,82.65604411562163,53.798973960891935,42.151822210381226,30.19688673890897
2020-01-15,72.318281180502,82.95895472717028,53.83011775091487,42.729698427972345,30.73606533488391
2020-01-16,73.48287164608784,83.10875162974602,54.16213769587247,41.489763101917504,30.62542851497627
2020-01-17,73.97560400200395,83.75996898505238,54.6267376259513,41.11512408320726,30.403311534193858
2020-01-18,74.01137203433466,84.04721588943876,55.197659246293426,41.34749931152911,30.26350414248996
2020-01-19,73.93610513131439,84.74998091274995,54.76312781213547,41.39367186269984,30.137191407868062
2020-01-20,73.63698544799612,84.29736076604785,54.90725700969924,42.042226398454055,29.64159208560935
2020-01-21,73.04338617170096,84.41740384593857,54.2498014789713,42.667685166600975,30.48027115153102
2020-01-22,73.897442856651,84.46649386324741,53.88761437328744,43.13075517888839,30.205611665465568
2020-01-23,74.13669238065852,83.86036596175302,53.80055782904674,42.287429360155976,30.597805395154182
2020-01-24,73.50226530573286,84.74841271990351,54.37257162102246,42.205904657335275,30.088575818039352
2020-01-25,73.43959601038038,84.52004757185355,54.63652923905374,42.526159019180575,30.36333906237962
2020-01-26,74.07484024422742,84.7156318504909,54.65657474024192,42.512939876958406,30.44801691447575
2020-01-27,73.85137016544198,84.47161894053782,54.88090309565505,42.44983493757321,30.46053295077993
2020-01-28,73.44412683202746,85.04133444001022,55.141505040653364,43.06862602175423,30.548001285217293
2020-01-29,73.62251122719721,84.9137024048621,55.32601672371585,43.24778477037533,30.755980972949484
2020-01-30,73.95158641878892,84.78299889378239,55.03847824608045,43.12159612474201,30.6425298043193
2020-01-31,73.72874496888213,84.79376971450165,54.560133447156865,42.52883453474412,30.554016943102337
2020-02-01,73.42897567617788,84.83604065385344,54.44848826665041,43.38904838293494,30.842735185108737
2020-02-02,73.65926923473488,84.56180100269856,54.05155769059708,43.54028023306549,30.271758008575812
2020-02-03,73.09684657152243,84.1758238870928,54.36219681701168,43.30700687726395,29.62360852360749
2020-02-04,72.82774559001015,83.90624225219734,55.12667489929104,43.772671055843446,29.713081550785738
2020-02-05,72.76756596596205,83.82859103884678,55.40849515120543,42.97093382065704,28.708193824888223
2020-02-06,73.13708199241573,83.9643994494788,54.50342591626083,43.846976279852214,27.866774022564456
2020-02-07,72.92324544968375,83.76123014024346,54.18680048056966,44.15249031167944,28.769397353878105
2020-02-08,73.20488890217841,83.19221166967252,54.19587501375118,45.24965274186812,29.544095302920844
2020-02-09,73.78790640530303,82.58804204990737,53.478476803398465,45.56616201449119,29.25871407311575
2020-02-10,73.5346873832989,82.1313129662316,53.49407505661786,45.68550930195454,29.75830365702262
2020-02-11,75.14615160454167,82.29693273750867,53.728734754967114,45.3833422017787,30.275203604043494
2020-02-12,75.85594105875218,82.73529412570313,54.433164053764855,45.164216864638995,30.510749191840805
2020-02-13,75.99216770939843,82.18337614656845,55.34251756604601,44.543859777378096,30.471286536561138
2020-02-14,75.90127444834394,82.39593962700012,54.74675549565905,45.5325530627895,30.784510622112414
2020-02-15,75.62361450557292,82.58123933249853,54.6884614268438,45.59886826832904,31.183504806162595
2020-02-16,76.45424951170051,83.49890040059219,54.63647817023971,46.03400555806238,31.50455940979645
2020-02-17,76.55949936486397,84.66069712792384,54.27997371320427,46.54878108245684,30.729892214646778
2020-02-18,75.84008971610064,85.19148392379347,54.32929794751372,46.436749885106494,31.746426040077196
2020-02-19,74.98402884993439,85.5435464839886,54.28926311428484,46.03566754203267,32.94808987456635
2020-02-20,75.04024967961467,85.8098026605054,54.59616456214339,45.677388819629854,31.99349256541733
2020-02-21,75.10747236452289,85.44410291784357,55.27447152691682,44.90376982984664,32.24897595372737
2020-02-22,74.64898698043099,84.8719935094511,55.34065350168504,44.34438142614056,33.27183708837036
2020-02-23,73.89176857000538,84.09281665747821,55.095628610998844,44.611931740408,33.772977989531654
2020-02-24,72.91022412197897,84.17151741374919,54.58286967263372,45.123474249664795,34.279444386600815
2020-02-25,72.53055908638956,83.79565197021375,55.604100109150544,45.126264573236945,33.56018531032847
2020-02-26,72.34918505891787,84.19262261177619,56.05753791328702,45.58804798807872,33.95573268631232
2020-02-27,72.6950706766327,83.63043825123158,56.257393363642755,46.06163748461972,34.075331035312296
2020-02-28,72.62990369715759,83.75712105050438,56.174403007486205,45.90455249805815,34.465256907835425
2020-02-29,73.16189731141338,83.37542017305498,56.980342344583896,46.44822877761937,33.947493532207645
2020-03-01,73.46443305941872,82.68611273455865,56.900530252563,46.3669329328231,33.4117481329862
2020-03-02,73.72104808984037,82.27940665372225,56.0444717187884,46.152543178215,33.34046878926746
2020-03-03,74.21067241199034,81.95578449842174,56.176984929315225,46.19563932392259,33.150875486799265
2020-03-04,73.51732512974228,81.94528081835843,55.56308186746904,45.490907637288885,33.07215688232421
2020-03-05,73.24920320434003,81.64303858043812,55.69746220846595,45.47257539966199,32.83239118430443
2020-03-06,74.44991046801418,81.17983393702853,56.3695292850898,44.318391064316046,32.73188268929885
2020-03-07,73.49679692219262,80.77903335900754,55.53327496153052,44.656085845815404,32.398833732315616
2020-03-08,73.34790065315993,78.91310104489685,55.08345780430112,44.009058316023385,32.374695826601545
2020-03-09,73.5859749843668,78.72333487312015,55.51582151354637,44.00581946954213,31.662914196083435
2020-03-10,72.64750649645346,78.74024891449038,55.266086142836194,44.74799752537363,31.91996684649778
2020-03-11,72.27116633060871,78.52934587400352,55.47366833836115,44.78366884737976,32.05023862972672
2020-03-12,73.2691644922679,78.62840653976856,55.68232526958173,43.83691878832942,31.41932442685521
2020-03-13,73.35438473610164,79.11100948313697,56.12711023098561,43.90155905133856,32.0825037913968
2020-03-14,73.06715853525925,79.64074388112702,55.803814404684175,43.77377939324691,31.66907892597674
2020-03-15,73.17239361643958,80.1295462662293,54.527899849967966,44.23964785353392,32.26355451351905
2020-03-16,72.88421428636974,79.82182748082197,54.72633216776035,44.18303597879261,32.42826671043705
2020-03-17,73.7404750787142,79.35744440067202,53.941830295722376,44.740663503666205,32.928548149598655
2020-03-18,73.24496157212668,79.07683313244819,54.40941856908736,44.95849260891397,33.01664280891976
2020-03-19,72.98356548700535,79.37840939584775,54.38828661173373,45.39593274941625,33.300061723313604
2020-03-20,72.23745462231471,79.53420669231184,54.240270963865456,45.349288786125456,33.79486371706034
2020-03-21,72.08973203495478,79.15314361278908,54.5855487660225,45.991046211918636,34.748458597818164
2020-03-22,72.0024491412251,79.69165967683513,53.7146267786223,45.73522387687631,35.28577126865909
2020-03-23,72.60026947317265,79.13735420288909,53.61452333351346,44.81881418653088,35.50988562564785
