ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,activity
-0.23414166706855907,1.5625332158305147,0.3025935653509062,0.3381500633271779,0.30976764546163255,-0.3198064919497573,0.3951129120231814,0.8736323395158633,-1.1086339661341016,sit
-1.7681664048984878,1.130525069447847,0.24189839605365127,0.3625819636899356,-1.248046933704042,-0.41534330439041645,-0.05093661064964843,-1.3260445386653068,0.1299010603620695,walk
0.554512108705983,0.12296971011006311,0.572102369104588,1.5992408193137682,1.4631948767950507,-1.002166399594564,-1.3753580981501115,-0.8318572343760032,0.0281900046571611,run
-0.7399365116321275,1.5808923659935399,-0.5918509918773768,-0.5225633395056823,0.9936166741398796,-0.01726152517541653,-0.6958623341565863,-0.5837494121381451,-1.629720151477274,walk
-0.47497389698626463,-1.4241052588067278,-1.2872189576631479,0.5776657856296639,0.7377904625463693,2.540712843543602,1.3804889310668629,1.050158176023037,-0.47023441655372894,sit
0.15067675361569915,1.4475921743762465,-0.1441005731014557,0.9576444013390581,0.6451211721014046,1.3514561675309071,0.9919146936212164,-1.0088465968978486,0.9734181788802753,climb
-0.43792169138486975,0.09935959626561679,-0.5172096336366468,1.5561263053976473,0.010551547330703934,0.6471255793597621,-0.7139379756026166,-0.217904076520516,-1.472060721387251,walk
-0.10284494494982413,0.31051302159419586,-0.12995120441067898,-0.9394712132534094,-1.06361793174057,1.7357974668458176,-0.12960881546382325,-1.03272542898717,-0.5793184249262922,stand
-0.41970343370218477,0.1453546024244732,1.2230854359721846,0.5721852636447612,-0.7745893913500185,2.03947235498838,1.1489373687465319,2.506824975294451,-0.5691793021095368,walk
-2.234270028864234,0.9239594334900997,0.8639415633334264,1.0349597662271919,-1.3829765140547952,-1.4869093586518562,0.3897505732436942,-0.8136630195398357,1.492933527295227,run
1.6116694573304398,-1.3056043258225056,0.8187242799932031,-0.7991004282726831,0.38763025489677044,0.285735592223124,0.9131869465668728,0.2958800315886794,0.3682811990042108,walk
-0.905428622982782,0.9076664838770822,0.4608869414483008,-0.23852371613423431,-0.15702796842557212,0.535087985454058,-1.3791897512657851,-0.1264855027223534,0.39830434163067163,run
1.1772596870881895,-2.012196714477627,-1.161867583658526,-0.0028945734379651274,0.7408743832463472,-0.1412599877467387,0.7248389623656276,-0.5164875924972089,1.1400645590287066,sit
-0.5794532666829246,1.1255584874195448,1.2772619505303666,0.43530939681869935,0.13808498720022466,2.4038226627799184,1.08836268941092,0.7808318396287885,-0.9679366592348936,run
1.1472079493912364,-0.13377617308066853,2.1058307497582067,-0.32502674891276917,0.2462689071784131,-0.20302449700939362,0.06859277985121551,-0.01757626862076873,-1.786821343466252,climb
-0.6429956546481771,-0.7200141536603449,0.3989974915401135,0.4120484363649216,-0.8920382588296266,0.7771936455136346,0.10913447655562647,0.5370636189254057,0.43244008261478806,stand
-1.2031676140049807,-0.03620336711070982,0.7425576430899143,0.25302205403617484,0.2681246248157644,0.10433009383478185,-0.7469065852535397,0.5868068772577706,-1.0925320130717942,climb
-0.4071028496467523,-1.3314070126246798,0.42553111051138975,0.18575446939829104,0.796835555494827,-0.03492057989564078,-0.4276966424678554,0.20085444856083215,1.4597762143955915,stand
1.748033661608439,0.3162887951337421,2.028762350173312,0.8112491043126211,0.16562604263280692,-0.5465268395661613,0.6965190603228268,-0.6619610354008236,-1.4365734418936744,run
-0.3135320920741015,-0.07781884834468335,-0.14473222969151936,0.384785901721797,0.8658388751397514,-1.9748277911050884,-0.554889309737663,-0.8932311331978127,-1.707458076804959,climb
0.032552651985692,-0.10692854800026708,0.6705742744101871,-2.00875616596954,-2.4353411674741503,0.12595767513563466,0.7274532901601108,0.26160913033674976,-0.9768515660130739,climb
-0.8755012631043569,-0.5233991829642067,-0.5162905940358786,0.9013316771745625,-1.0206481472449518,0.8690993133375756,-0.2042745313902286,-0.563630569783479,0.7023688100386029,climb
-1.3691524582572354,0.10817604950974835,-0.4569657297243175,0.01606477258481907,0.003188995762742634,-0.3134248030503552,-0.18014534997135784,-2.2939324027600123,1.3270133225119143,walk
0.13029926575212625,0.7057219944187418,0.4615663743189606,0.5133474969522698,-0.10940560550474104,1.9502119053223426,0.28901331590329943,-1.4852933972919187,-0.007442252958699921,run
0.28431561839810343,-0.10888498060206231,0.636390381305687,0.03693137479573663,1.100972376347194,0.5313514087078517,-1.3725695192956133,-0.9827659141479204,0.5398497231609446,walk
-0.612492815614084,0.9259781816902233,-0.20790717123206495,-0.05158180976413603,-0.1527328915107878,-0.2508080600897838,-1.299283565878828,-1.1805078903139816,0.5771709332813829,climb
-1.2249368694814637,0.6317601891968018,0.1770558865026802,-0.3993119557303378,-0.7037177636510077,0.8858029806534103,0.44928366421341376,-0.4756619593910434,0.03820334596761493,climb
-0.24374521622819278,-0.18316719399662815,2.6598983828698866,0.6185427429246116,1.394800951147967,-0.22364150004570144,-2.53283359508106,-0.24984460364978442,0.11078499329922133,climb
-0.319814880477002,0.25208643916265155,-0.004170394961461921,-0.05557189214031955,0.9573206881653612,0.5104768424935402,-0.5536741623011915,2.5688828310968357,1.049434918805816,walk
1.1568189556724517,-0.17720420986849097,1.016174294245575,0.36124137084364333,-0.5039604496544221,-0.20807811393300452,-0.559040784520437,1.5523093148499614,0.06482387863578419,stand
