date,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity
2020-01-01,46.67972706355131,22.707858957897948,59.95636839390528,71.86487056924106,16.786693794388555,25.265783444099306,69.66074418696664,81.63245483776022
2020-01-02,47.31608687854561,22.66455083135991,59.49279870536222,71.6247379614171,16.9562807927884,25.195814359418485,70.11953956846877,82.27500460358635
2020-01-03,47.18735456632339,23.621313447878407,59.25352027358186,72.08429178329,18.36907503088549,25.594973428115253,69.29011966231485,81.82334657595669
2020-01-04,47.76229994711275,23.955544581959522,58.44613245293634,72.33172847451871,17.906261542942794,25.10356607614119,69.29455702671798,80.92849740974862
2020-01-05,47.48149723656582,24.279820394191006,59.087594327623776,73.02518789057984,17.339205572903,24.403728986455633,69.11599253513019,80.71446378681266
2020-01-06,47.718547334901906,24.360395086085568,58.699173158096755,73.27526109261406,17.45240921272126,24.581412480154075,69.41992615302368,80.35213840120383
2020-01-07,48.16126246264048,23.619803729763476,58.466580787260625,73.62381097680726,18.197187553469355,25.00875171720898,69.36283577013161,80.31670005066337
2020-01-08,47.86299877680825,23.68965508099261,59.35831385388189,73.79942311806239,18.648871702850393,26.32734989645268,68.90389502335378,80.550916839327
2020-01-09,48.259350500808885,24.519180769309997,59.86909006088197,73.91694601900001,18.31233169938337,25.480004956852138,69.97854328184266,80.05409305362376
2020-01-10,48.988028154638904,24.88004991997614,60.7482145309212,73.09282728208693,17.737958869833765,25.033849437276064,70.75089132689126,80.6147881822125
2020-01-11,48.95067497486818,24.85086133810476,61.38587643415824,72.87601059903452,17.410303828848626,25.525177705586604,70.87379695789741,80.51984253711838
2020-01-12,48.470893694650435,24.089070966528574,61.73262501281494,73.28761105811353,17.46246159304462,24.988023199635954,71.16985127449234,81.41904041440287
2020-01-13,48.329320482833786,24.56616879478954,61.33147849595623,74.05036598472189,17.619275616167133,25.189936033610017,70.79736155427038,81.18815043512477
2020-01-14,48.298016646073094,24.600637082478425,60.59496989331758,73.85744511428753,17.498409493137906,25.289050420941845,70.90177360804564,81.84997098376932
2020-01-15,48.791556229730496,24.73246378234825,60.99380643428844,74.35302757915291,17.365123039621587,25.87367524110885,72.22945442572382,81.21897105029777
2020-01-16,48.35649317856387,24.566864941120624,60.721122540346315,74.08178647445425,17.22786960608154,26.512431241996893,72.84943235492659,81.22925047887902
2020-01-17,48.69121964387765,24.929992076481817,59.54753810696577,73.89358400667521,17.53025418456325,26.710883178662407,72.32142076522503,81.2992270345379
2020-01-18,48.98468751466098,25.47360783489483,59.76603945433313,72.78425820056415,17.704598521164236,27.355483134462233,72.52364317910973,80.43948996925131
2020-01-19,49.23624648198309,25.627271725836064,59.88193303263642,73.42048722481434,18.015768474331463,27.591907450737967,72.56451429076604,80.24357800743553
2020-01-20,49.853627920257054,26.35157134128231,59.23114699518687,73.58710996833176,18.18684525411148,27.296563383240322,72.8248270906776,80.74964285650536
2020-01-21,49.99968760677466,26.85635053972348,59.92940980985334,73.24860899469834,17.251945957039602,26.645355526912834,73.7158116595352,80.66045816890309
2020-01-22,49.73356091256027,27.039537915903225,59.49409196576942,74.13025810709642,17.257313492214998,26.27316368918358,73.26099058106641,81.58118519434804
2020-01-23,49.71611120133533,26.886445289678733,60.60804802116899,74.08181357542595,16.922369807005623,25.887770898215102,73.16004396371294,81.15349110141996
2020-01-24,49.75142242702695,26.69468143465784,61.265139288521986,74.78735780989297,17.71327591262947,27.182382236975517,72.59820791697676,81.5955072282231
2020-01-25,49.51318778851173,25.771473697796427,61.77047795955791,74.10267656697478,17.139844214615167,27.425940701465173,72.70562181749851,81.62166126459114
2020-01-26,48.795860282264094,25.271693538853572,61.46687236922472,74.70253256532176,16.183768935254612,27.064480909819615,72.75950153320115,81.1543807364555
2020-01-27,48.86206779754284,25.20695200221774,61.553464509622444,75.18578581538854,16.578973359077683,27.022534872009587,73.80106287098658,81.39773543271303
2020-01-28,48.99076754521272,25.367121821630406,61.687694359563174,75.14590246304911,16.701844041215203,26.035095054020747,73.37543857377074,81.4708068192876
2020-01-29,48.97222955456877,25.40480695457004,61.54269393410917,74.94895467463161,16.770957763380892,25.788256049585677,73.82845519581663,81.69302690053406
2020-01-30,48.999277395379444,25.87394486595884,61.55081862259864,74.55359821798602,16.973428716175317,24.915191204956418,72.51794051122896,81.85513956370937
2020-01-31,48.552917390481795,26.015546411579223,62.41720185208724,75.11172659101841,16.927498068793433,24.851821527551817,73.48441027927788,82.25745221557149
2020-02-01,47.35530613853925,25.684768524973883,62.06788810383449,74.77110856663771,16.697198517178805,24.02431942502693,73.49886540176838,82.88913239142174
2020-02-02,47.228309209753085,25.343524493190408,62.29634921128505,73.62695000790008,16.780643235584854,23.773809029658217,73.56851060147652,82.33375390684303
2020-02-03,46.56065930497661,25.594259880759832,62.01421890084249,74.22221088765684,16.250121866444236,23.382474241523564,73.45713266213767,81.93159697942556
2020-02-04,46.74384692211876,25.037468586700463,61.22718874635623,74.37353375106639,16.991346119841253,23.089565333362795,73.6939027851554,81.54372003840227
2020-02-05,46.20933052136022,24.910141002398728,61.75786817412228,74.25648993292596,16.665216556814247,22.485829894628022,73.39657377667176,81.06340995707802
2020-02-06,46.18751015413116,25.18142453752862,61.95994447133074,74.09815948526196,16.05751594580448,22.476826558735016,73.46851599679566,80.39285131779924
2020-02-07,46.04030693787836,24.71425289026316,62.452045236021796,75.31347013102626,16.251312775895435,23.120752625316676,74.14279831338627,80.39865737133078
2020-02-08,45.67167088260584,24.45749001583143,61.97317616149384,75.1791561221743,15.837997350851369,23.982417825284458,73.94777576275887,80.12315651207491
2020-02-09,46.172937914843494,24.454866098465608,61.66226696145199,75.00262622704643,16.435370541656166,23.077679621043526,73.79612587498507,80.51372931648733
2020-02-10,45.60506259072397,24.546567155492358,61.85944388057853,74.84812583866858,15.438043614825744,22.73029255492836,73.65567271309779,81.14988572268408
2020-02-11,44.42793556834331,24.755670839013508,62.24609098016547,74.50656105210003,14.613051527506917,23.217303032078988,74.13465622478931,81.15876349868505
2020-02-12,43.81819840368973,24.78089380965915,62.84269498163577,74.32522475063057,14.426991422168783,22.912219963319252,74.05875939550539,81.64940511013003
2020-02-13,44.581880564505255,24.729705504747386,62.79227866546721,74.48534909882065,14.492160349812185,23.28615917334684,73.83607543157116,81.65783940625418
2020-02-14,44.44737415128485,24.569279799237865,63.04406939217917,74.25703593523944,14.122500010528652,23.41874483373128,73.92577437212773,82.21100376921576
2020-02-15,44.98994983513093,25.143098898522105,63.93783829866461,73.34575504291938,13.989433624739972,23.55705828958955,74.45733037941679,82.9892963042701
2020-02-16,44.9824233522573,24.73269799420161,63.746414256966,72.66057160599775,14.85407579466399,22.679130272899386,73.80547623572734,82.60350999518127
2020-02-17,45.58410735863073,25.229737448630647,63.887120095990035,72.95753071427572,14.503534246128048,23.23557610836582,74.17940422073309,82.95561362602163
2020-02-18,45.17294848290243,25.233876842455974,63.814325814645045,72.36457452746205,13.698525887606458,23.869601925285966,74.3558014911599,83.12591158424547
2020-02-19,45.3153076516225,25.146511569731835,63.91937581127905,72.57831636708221,13.581948446456577,23.695931290167113,74.55413582488498,82.96171368905004
2020-02-20,45.713496824137536,25.24841239236932,64.61235774723033,73.19922607695266,13.015751371774105,23.814405267817335,74.56354889827475,82.32466126178078
2020-02-21,45.08037077978419,24.823955937867932,64.31481293929755,73.47337649998073,13.30312351587381,23.67670049638518,74.57927858433678,82.38468333355127
2020-02-22,44.565661059637996,25.278028889432658,63.89357765126184,73.53524433264747,13.551612514563569,23.69238475621892,74.9312619367909,82.38479615719633
2020-02-23,44.44036305454856,25.57924818744294,64.33174988806883,73.5645006115643,13.484873035945618,24.160326354987912,74.1564741913095,82.13447994112832
2020-02-24,44.67892241445048,25.311748239943277,65.08660812234956,73.62677607350395,13.673806609047647,23.781500774766375,73.75233871367571,81.77141538118879
2020-02-25,44.282066077973,25.55303780871883,64.35772438974081,73.59334180022414,13.13910774288264,24.103465133931977,72.90821246604075,82.96282874172637
2020-02-26,44.85162941583525,25.27423471550247,64.1885603489785,73.0048925656019,13.61134530307066,24.4763350914419,73.81412835888452,82.61736337260965
2020-02-27,45.32810579602734,24.78690749399846,64.34597276459554,72.92646879639116,13.32771631076428,24.975682262973354,74.44382022479998,82.97887360223075
2020-02-28,45.29676193980482,24.931421817880306,64.36826418229053,73.36957403728168,14.167172581201916,24.981034490909767,73.35784152524488,83.03870885835174
2020-02-29,45.520017817054125,24.855991798125476,64.437941897067,73.90960819904475,14.005651846771695,24.470520782602833,73.53884196700221,83.43696096862067
2020-03-01,45.88510839502202,24.791966412222934,64.47198215498989,73.79634019112859,13.780419712996116,24.332993790480018,73.42918767704312,82.22255272927008
2020-03-02,46.31114818127654,25.312121923149526,64.10487054501864,74.04009267236574,13.682123270580364,24.422817397596987,73.72638180913238,83.05226091410361
2020-03-03,46.56210418748043,25.646513775323342,62.824133267118874,74.2448872061685,13.974873770653154,24.970970631004135,73.89364729771533,82.70226429808737
2020-03-04,46.27083749509707,26.04488482006861,62.811217403601816,74.30241408022766,14.697950277691161,25.260028383044375,73.82251956432428,82.24233558853506
2020-03-05,45.4471420741486,25.587123874487137,62.697484309449635,74.38283238233431,14.876716550814349,24.659212887397427,73.79182643478713,83.06149920890768
2020-03-06,45.52675435510253,25.553374049122578,61.95009656606075,74.4757293067171,15.945110897705355,23.88791718557659,74.30067013259473,83.23997473632065
2020-03-07,46.15050862104991,25.9090760894658,61.6102168264175,74.4393986022381,15.534171291475568,23.47480502022872,74.00320368563021,83.27600090916657
2020-03-08,46.815777911317234,26.456825064677155,62.05568156320727,74.43033534579956,15.431977765824072,23.17714965676026,73.81108006741457,82.70379155044297
2020-03-09,46.97518226446701,26.432522328565646,61.957497171337295,74.7989660945599,14.87795751026762,22.74563220959358,74.1346823281977,82.38885248239768
2020-03-10,46.74723866763857,25.821270059768793,62.05089127244568,74.39143542316086,14.625989214458734,21.292921504713362,74.56259517042737,82.81635096356395
2020-03-11,47.20856952734569,26.14117749120988,61.515886390483125,73.73480021413656,14.295911350086492,20.844781728240335,74.70917507594447,82.94472098668217
2020-03-12,46.65952218045371,26.492926914808102,61.81264070976958,73.38367249717963,13.562476763810423,20.88896946392897,74.4687272728027,82.04603768333632
2020-03-13,46.3511045643303,26.47450020423649,62.924810922088845,73.2726262587294,14.030082566081362,21.49809621133528,73.6332044306485,82.57145500483948
2020-03-14,45.63536475725555,26.710924432712382,63.1865456430397,73.28759307502614,14.325861239866464,22.14949498841671,72.81811944742785,82.37319590217265
2020-03-15,46.134288701725204,26.03753212787609,63.40559276016334,73.39421967609563,14.125939212308664,22.624244725136407,72.71617892271071,82.94416541786809
2020-03-16,45.3161400180245,26.471718977898263,63.53139453172847,73.08850407984389,14.286447126691304,22.71944479871763,72.79919422799381,82.8703432008922
2020-03-17,45.520299051575684,26.712525791489025,63.20134398101965,73.97804665364252,14.07977471008614,23.64182687350873,72.62282796338401,82.93630925096737
2020-03-18,46.68324197266021,26.365150930536412,63.681266265559714,74.26246189795431,13.967668521774314,23.547336316936196,72.09722771116888,83.41856442381031
2020-03-19,46.883993766113896,27.049397434317566,63.620372286999746,74.08203446638083,14.220583112723007,23.837782701559636,71.49419933600151,83.25294020683555
2020-03-20,46.39948694439952,26.275415433659216,64.48218079100882,73.89494149291349,14.212141818216711,23.727854949728595,71.57549464751042,82.96627900659573
2020-03-21,46.19043147392819,26.34755201107442,65.37550031110672,73.81682798223213,14.220617309395383,23.71208557725859,72.25394281366636,82.33983055865305
2020-03-22,45.43565003075315,26.981874572691595,65.10651756512705,74.15727202221308,13.264678511658627,24.092633600823177,71.88136185685298,82.42723566650761
2020-03-23,44.98818127439427,28.00550576199083,65.48961953851037,74.86172966134599,13.67510373215256,23.656348166142827,71.86905619113041,82.24973132570298
2020-03-24,44.630861133228386,27.49519378549647,65.19573420169957,75.66559438329541,14.326798750367576,24.042225499990533,71.51364129274933,82.53023242497957
2020-03-25,44.214210783811716,27.61544778220341,65.77741752186752,76.03490069330293,14.839947374345346,23.701476150221346,71.81455451026078,82.409740944604
2020-03-26,44.282703329498105,27.55207942969457,65.33682614135354,75.61698646671583,14.573216879886688,23.819324261627063,71.75189280706789,82.64338140475616
2020-03-27,42.89230887102604,27.559075335627867,65.45524483066905,76.32144381567251,15.061692023904266,24.02964810654023,72.2458929452512,82.85064648632157
2020-03-28,42.27099620498137,27.618968478566803,65.7148376028465,76.23010771357853,15.277869646719985,24.37381919643644,72.30472494918891,82.54226294806821
2020-03-29,42.557917856071924,27.838460777809477,66.09994228196403,76.20760307707883,14.845209105173714,24.305322435616365,72.36464427158117,83.08639540615111
2020-03-30,43.60757717500512,28.967706638937138,65.58915099285211,76.24396194543911,14.694085734586594,23.63762124130258,71.93806836620325,82.74197098239344
2020-03-31,43.82297074312903,29.57142065528797,65.81731254172706,75.92080282486825,14.644110259312374,24.274129074556793,71.5200605494715,81.9281643243574
2020-04-01,43.40381056874405,28.829161980305216,65.92485569213916,75.88342348839672,13.478519762380017,24.356328621374384,71.74998572427965,81.81569762099768
2020-04-02,43.828598937068584,28.443902962669775,65.35752530764117,75.50558110424474,13.575807444698649,23.73406247884416,71.86494220042994,80.97367859829423
2020-04-03,44.37544688452548,28.82483056594897,65.93576099326448,76.06501816064267,13.014205596331607,25.07963640791849,72.87187377500513,81.06513414739143
2020-04-04,43.99930511030547,28.27183682607033,66.73915972514322,75.46100932999298,12.486311930631118,25.5337440150788,72.3234040736691,80.75465833841416
2020-04-05,43.5693298448916,27.725726793661195,66.76912262131208,76.22949234517388,12.564325036855607,26.214090080834346,72.8189567954688,81.27330659465147
2020-04-06,44.375694068193766,27.519584166602176,66.70265959397173,76.51673257137413,12.392063991124662,26.131266754891808,72.88407349051836,81.38628379265452
2020-04-07,43.835693113031624,27.935562912601128,66.51899926569078,76.60955531704208,11.892099730667216,26.95964656506205,72.39705883075189,80.54212342252674
2020-04-08,44.71216135872429,28.416874850999548,67.78580515278796,76.27304097768629,11.9681078956506,26.372013590071433,71.05963475778212,80.59422569818432
2020-04-09,44.99326042935351,27.973558724402878,68.2552979536673,77.1664334420311,11.538898433311681,26.49370132663053,70.74188383843028,81.73678710175072
2020-04-10,45.63541299550194,27.045140277104064,67.89780288318494,78.04717601383531,11.10837365393483,26.73705931582281,70.487172503378,82.26767039611187
2020-04-11,46.1422570228988,27.564586426618042,67.10183538530889,78.15005301101388,11.696624823906502,26.263528082454712,70.23142004950114,82.84979155024621
2020-04-12,46.66534106616275,27.957545069405317,66.88842392973643,77.68694032602625,11.77671765613746,26.035299075447174,70.68232060498389,83.74493884165962
2020-04-13,46.09277260973193,28.028826123986015,66.67831578003698,77.38476650644331,11.94199535800627,25.997199877901704,70.4532765987851,84.10977193479309
2020-04-14,46.45478768291795,27.961644592010384,66.80597031185151,77.36430825163032,12.725756455146087,25.21784373447776,70.58972220572281,83.88476056635889
2020-04-15,47.08949627234558,27.954935576849127,66.82822901969963,76.98484398557588,12.609458899334186,25.405734481792578,69.89277165418302,84.40486530834814
2020-04-16,46.96947312957621,28.023564349757784,67.4005422137085,76.94179155411065,12.29244590267588,25.141875549211807,70.0871353637937,84.7929494745568
2020-04-17,45.97543828429711,27.747692456976935,66.04633991159614,76.49934351383074,11.983210197295033,25.10397346062553,69.43739739670082,84.58513915426997
2020-04-18,45.31991009029236,28.388066151805177,66.31520356102538,76.30577842791125,12.908506169271554,25.556126489565543,69.77537119713075,84.28382454335592
2020-04-19,44.53146707247765,27.380684624792984,66.76213593676098,76.48028532270243,12.860857240024021,25.896504415403005,70.2588229989489,84.35678199702423
2020-04-20,44.339990558577895,27.916745843934763,65.86367079258748,76.31307007355349,12.395563236784339,25.474624937667954,69.5090972402714,83.5651352635789
2020-04-21,43.64019717444592,27.509996200627487,65.42992780303014,76.0638283391384,12.462248947921143,25.29858080760691,70.47072401167698,83.26022462416785
2020-04-22,43.32623008909611,26.533125186158976,65.18796634538187,75.951557739097,12.151164166429322,25.057572710435757,70.24337106269333,83.38879461808651
