V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Amount,Class
-0.3144679752962075,-0.45996387879432327,-1.0298717086184888,1.1754685797135316,0.04992754116397641,0.6441783323389807,1.3870081597793713,0.11144056613756122,0.6330691385843761,1.0061279918531971,74.61,0
0.1015632461136438,0.5755707863410261,-0.0689549358863766,0.9338444912752543,-0.7702650516930885,0.7588364985339501,-0.4054844779240984,0.9653272612163846,-0.919629190413562,1.170030690291174,355.84,0
-2.3918707464546625,0.6141274733268411,-1.5498637707448504,0.20031341046569548,-1.1064134795439413,0.011056586425675818,0.7218060507965697,-1.1289026016679786,-0.3288748673259002,-3.3126129842191387,460.59,0
1.5113318806682443,2.4813416646317576,1.2506936158287771,-0.2077700450090054,1.2743344848775098,0.2659309653549147,1.3329443014481814,-0.06528478735725209,0.6449856985324834,-0.5454426378398914,402.53,0
-1.9103146205845227,1.9284615337836366,1.6850303984887596,0.5518114185183377,-0.5054327551780591,-0.2795737623443129,0.20034376850807517,2.3453376768001952,-0.11536467527623907,-0.6107187982534857,470.32,0
-1.1359008079092687,-1.5556845017206264,-0.8657073863760516,1.368624505519802,-1.7390888440296914,0.36214049165177525,0.02879259866436875,-0.18556047528566894,-0.9605664804713291,0.5579924979647116,6.05,0
0.14350273124882404,0.738502346347458,0.39841898025471856,-1.1329090950778082,-0.3208920177749104,0.21477850006987256,-1.616697828986847,0.9101036554123488,1.4323010775202707,0.2374460770854581,89.75,0
-0.4067764265691112,-1.4844874368432603,-0.48183434498400657,0.6010000196810432,0.9367148590628965,0.6905558619281789,-3.6699587337558053,-1.051837430130866,0.6036277550855579,-1.3003612179792898,309.45,0
-0.6454885480163037,-0.8135503966182548,-1.561356648579305,0.6761440008504344,0.6346609666563235,-0.05098321315201334,1.4768456680647046,0.5576094679169772,0.1599554786208801,0.07170586922056713,211.68,0
0.8648053037633886,0.46386470611011704,-0.6363219760091138,0.4451982423272054,1.0495362962021029,1.4722647384087173,2.395399685024128,1.3805628431797052,-1.1930721574199628,0.4007370019708625,382.77,0
1.061463876883561,-1.5823739852103065,0.2218133644323044,-0.4439185093914657,-0.6266201934519751,0.4319088722209233,-0.9504433409072739,-0.7631672549595049,-0.5594443114100046,-1.217184869110111,34.16,0
-0.5382527065323087,1.4690822394196332,-1.048575211143934,0.09677604450320136,-0.11591129679067447,1.76062398683243,0.8132209959116667,-0.0551845629870094,1.5672430219291016,-0.6380160886301374,315.57,0
1.5784778289821293,1.3695356584294447,0.2450620563804887,-0.6153271402458173,1.3116912456227596,0.7708110672000253,0.7604866365289076,0.3553149719178926,-0.3355714241440583,0.627069743329402,464.71,0
-0.8524766233251994,-0.736517909980525,1.506174633986824,2.583177267367326,-0.19991316743518062,1.1494182115172407,0.36173952874851806,-0.11857434379282966,-0.23830373743825445,1.473227368558957,115.22,0
-0.2747536880768132,-0.5488738501202193,1.158918247808757,1.5811566212378128,0.8029836837167847,-1.6812796688216531,-0.18954976143717836,1.417857847445791,0.2126375160654707,-1.504889116087249,340.62,1
0.689317107065643,-0.31921017355866704,-1.0345581380527153,-1.4049181719997177,0.19785549352958237,0.6930481404997404,-1.001715259497558,-2.0715074097371646,1.1203812985689232,1.3206240773898548,172.23,0
-0.8679891959258788,-0.31106766867567126,1.7965928950704442,-0.8349632273075208,0.5543413522451657,-0.3377545628840722,-1.106911103809048,-0.6021807296954176,-1.4831609034629147,-0.45092446099562933,185.85,0
-0.8649586719449776,-0.09523586250986792,1.62635520081946,-0.4264082100919386,-0.5271147704322328,-1.0607321928029838,1.2250202119913618,-0.02860618773057398,1.6302801158404878,-0.45135826213022745,257.73,0
0.4259123040884713,-1.3121250815691066,0.32617208329714625,1.4005190328707555,0.2335891277789794,-0.48031580692563647,-1.8838119756423612,0.5427603220241715,1.2360703874864125,-0.01909697527161586,152.0,0
-0.7698085126516833,-1.4469759697085074,0.01666399260651852,0.2087259153403871,-0.5069962102960561,0.6058362016952814,0.2217451549791645,0.37286864256836466,1.1837286962529887,-0.7710716065899106,483.34,0
-0.30202998834144273,0.8308173254413416,-0.20567708735226803,1.2434813885089502,-0.8577116983603147,1.023557907837396,0.7358517965014286,0.37333072712834,1.5223278566518335,-0.1113154122814864,22.3,0
1.1613292095074335,0.18908842578867752,1.117667458652063,0.6866160034822685,0.22789676612087922,-0.6054188557044231,-0.5209004298814349,0.42657178609169566,1.4764424291594729,-0.12821879734850056,366.84,0
