date,temperature,humidity,pressure,direction,wind_speed
2020-01-01,67.39288806070337,31.23889025121454,74.34391179133375,60.91948466880264,15.753173803249151
2020-01-02,67.04021584768644,31.534701538263946,74.41222689508132,60.68119391159902,15.894585800687222
2020-01-03,66.11002194411631,31.332716527567165,74.96584524135024,60.75439246490159,15.82114493907314
2020-01-04,66.55493503419109,31.929181364054344,74.64972223908794,60.373632867987304,14.513628758644886
2020-01-05,67.3636065044302,31.311135477140393,74.96029942945144,60.10442138915653,14.270762148871018
2020-01-06,67.46952490529634,31.69147307437195,75.11022070423013,60.031910374073355,14.573151010841892
2020-01-07,67.58789887242972,31.935625069964114,74.83563841022645,60.159831522083344,15.331687138438902
2020-01-08,67.35427305941158,32.09994034747858,75.56030238866784,60.914264011068134,15.045083616304817
2020-01-09,68.06786219181822,32.0725340714254,75.87187524922061,60.50512983293243,14.432344259376597
2020-01-10,68.8832021914203,32.87686442927831,76.53132475054844,61.240027225964496,14.730458584392593
2020-01-11,68.99137716037944,33.16684989215327,76.16562866721142,61.59542209444813,15.085053428633984
2020-01-12,69.63949658896249,33.62762737236237,76.24005425043967,61.27375269073201,14.809181208433698
2020-01-13,69.68298917231601,33.68281852592809,76.7874771293567,60.933328517560085,15.197911432119284
2020-01-14,69.66762168499218,34.27018565637606,76.84665239026117,60.32841143760546,14.722600668903546
2020-01-15,69.73554868285237,34.10362022929566,77.72744916051258,59.9211147562995,14.775739631952197
2020-01-16,69.5500499868248,33.53095384183903,77.45500584388972,59.16587579730997,14.89837434163582
2020-01-17,70.45076794838803,33.28175136712594,77.49367596462936,59.167871162346515,14.412367240231207
2020-01-18,71.00503100171657,32.983632181079585,77.95059867955037,58.95158936338667,14.41804729746758
2020-01-19,70.56917424168519,31.850970150620004,78.18403391049203,58.59033134317169,14.294865701884257
2020-01-20,70.7338131951086,31.858917294697076,78.35869799863157,59.19516534304377,13.573409424714544
2020-01-21,70.81111051477392,31.183150132109535,78.5610323050738,59.269268902964754,13.231453507014404
2020-01-22,71.11943343063272,31.044636267765853,77.62006341957009,59.41866691743038,13.231931807854654
2020-01-23,71.05835000154946,31.06725618713586,77.54038566691631,59.93268009393445,13.465803181488571
2020-01-24,70.66898292973107,30.735661773385768,77.69263520259108,59.35266172283634,13.30432032748278
2020-01-25,70.17995786491886,30.81734494129111,77.90008467281059,59.25858573474173,13.653108847561276
2020-01-26,69.98440549910346,30.730098655921946,77.46734181227205,59.796306523099105,14.134801310354888
2020-01-27,70.2487025181144,30.226790454764767,77.61749692538852,59.0734266394709,14.1254090540806
2020-01-28,70.55750695980221,29.869054261254817,77.85453887700982,59.23148565216604,15.19891667862152
2020-01-29,71.39052837280694,30.205704578944864,77.98984216157235,59.97006987421466,15.675915476681372
2020-01-30,70.05854480565611,30.437210717691364,77.9982056245976,59.05637342193011,15.753851416323913
2020-01-31,70.9015407354948,31.68247220626813,77.57078284206264,59.79677173937256,15.400784009928206
2020-02-01,69.85119551273361,31.33120346433687,77.21486944004394,60.185347072782236,15.76480709966706
2020-02-02,70.149586468228,31.224063869518197,77.38071881575853,60.279331864461355,15.609013269459256
2020-02-03,70.33416171231879,30.866840047913975,76.34764609714614,60.85388738603482,15.310085086527256
2020-02-04,69.83884890808659,30.339928694612485,76.91612112714506,61.039637534167966,14.741614277712692
2020-02-05,69.96104798468086,29.975002855717015,76.7208859398811,60.55182412864311,14.537610223239017
2020-02-06,69.65785521989226,29.54470562792993,76.92359488254836,60.34119312165679,13.853476779752167
2020-02-07,70.30367819946575,29.63288663941944,77.52031016218712,60.299017494881696,14.676081675498834
2020-02-08,69.70781475065984,29.32218285536963,76.92193050007987,60.60424803297213,14.743451983182796
2020-02-09,69.96457207749154,29.073587318155706,77.13878270617863,60.2447375256217,14.309835617211322
2020-02-10,70.39725464559984,28.75931291261196,77.02134815277812,60.33070534357141,14.405113931244994
2020-02-11,69.57083258359128,28.437245269389717,76.17514197671838,60.354245242663985,14.461134145773944
2020-02-12,69.01612010174081,28.328881249526912,76.94798722513124,60.4361241197985,15.355356197877787
2020-02-13,68.62816337512453,29.49101061900104,76.47715806163029,60.80395219496712,15.855618133642551
2020-02-14,67.81725449205165,29.699177545897687,77.10334923107763,60.58151163097672,15.451109000494505
2020-02-15,68.29967387995436,30.019262727939335,76.54029618509529,60.11250438093435,14.988556024467213
2020-02-16,68.50869483225249,29.042509366219065,75.80801385101365,60.02598357564629,15.505091390040803
2020-02-17,68.82791438501012,29.036696045434876,75.20797613215078,59.24249580056426,15.389612922073155
2020-02-18,69.21740483351252,28.677459673000854,74.67616462798826,59.502928377088175,14.623813546818438
2020-02-19,69.32801442035174,28.845475949032366,74.21397349401002,59.74614572679583,14.43366078344851
2020-02-20,68.51689724762744,29.308469424291104,74.60692659699082,59.84484779171248,14.352664795798633
2020-02-21,68.33550604739115,29.346278142919775,75.6690920021442,59.197524859337456,14.736313678621874
2020-02-22,68.83504737597194,29.2724002533602,76.38185525862434,58.720467566674834,14.78030197850718
2020-02-23,68.67252410424695,29.226487048043616,76.40240593054645,59.536109544277124,14.373559959724847
2020-02-24,68.73232509533811,29.083962715049736,76.27834045270734,59.4078209196503,14.602262015931641
2020-02-25,69.22152676785603,28.031868644036564,76.14556188149125,59.77675669509814,14.665760259312028
2020-02-26,69.80318508922166,27.90858523133932,75.04307718530168,61.088988440834584,13.270486798223239
2020-02-27,70.74332297407499,27.398804827264073,75.14152077775368,60.93990904625908,13.523023373128433
2020-02-28,70.75598255511575,26.221156594902496,75.40858219280264,61.188632954016825,13.010171819727848
2020-02-29,70.58355369719888,26.326310695328907,74.95158601871023,61.14966013832769,12.85845168525952
2020-03-01,70.55508703837323,25.51761322004664,74.23176835256832,61.47776869881629,12.5862677637747
2020-03-02,70.28618712885878,25.567044041232865,74.22228003194672,61.73746234308407,11.451838467196632
2020-03-03,70.25668445160892,25.199232645045697,74.67443511607759,61.99786108756929,11.643391389079902
2020-03-04,69.95644359261931,24.539835751938043,74.1968557520716,62.74450776667843,10.93348255947879
2020-03-05,70.4690951373007,24.902824455956225,73.66498798525002,62.38159507874086,10.733822740608172
2020-03-06,70.10368231743136,25.190828386257845,73.35443917222057,62.479141797292314,10.586868578198976
2020-03-07,70.97565715670575,25.44232393816222,73.5812751380124,62.453575798292086,9.740689538870184
2020-03-08,69.46896165841706,25.19834459557774,73.21265800175173,61.935074353123376,10.205721057223439
2020-03-09,69.44874320987964,24.665921879802596,73.98030501315051,62.022513165268066,10.010532617475887
2020-03-10,69.90983067863364,24.365585057999724,73.75483861461977,62.59651877132687,9.856046760871365
2020-03-11,69.36740213027085,24.282611996300723,73.47861474092943,61.87060241794444,9.938206503863341
2020-03-12,68.91847928175672,23.590100316416656,73.51032211998776,62.37927709726401,9.758274454577004
2020-03-13,69.19870576382303,23.787166669469237,74.00765836664911,62.58749228879947,9.290415504424027
2020-03-14,69.54345816165608,24.531592457035497,74.30718229311567,63.04884667434397,8.714713268002393
2020-03-15,69.11774707353148,24.347654709770374,73.3827029164272,63.06656090245874,9.601714021271773
2020-03-16,69.06497219360133,24.33416305951646,73.63575141231776,64.56601744467234,9.582200567708922
2020-03-17,69.77407105861981,25.26888382843076,74.13947198381523,64.7786705422779,9.191451211920878
2020-03-18,69.87254693535472,25.608952729514577,74.68837915244822,64.8883934216511,9.358198302429592
2020-03-19,69.32008805904984,25.74513295945813,75.43566357076025,64.93516412692435,9.810589317807137
2020-03-20,68.57242682452971,25.453414025803227,76.56019173505874,64.55353976300258,11.203518679511221
2020-03-21,68.77129382822481,25.963679854526347,76.60968748360004,64.41772393742183,11.19421237781376
2020-03-22,69.22468538104427,25.996292686679148,76.44327201773152,64.20126576773666,10.938251175528599
2020-03-23,69.77209931811943,26.127444063134888,76.03780775065626,64.50275039394694,9.771906545500077
2020-03-24,70.47490591132816,24.808644803332673,75.4424209473939,64.99209202747411,9.730289356263926
2020-03-25,70.5945103174949,25.330931826541466,75.21422954205725,65.54778599781567,9.4465332264851
2020-03-26,70.60452768209748,25.40467215121653,74.95432285444961,65.3631886726127,9.492456850122531
2020-03-27,70.76230831059806,25.082470194047882,74.42509925930956,64.69182069513695,9.528660875646004
2020-03-28,71.05722328020664,25.52153904073186,74.53720230606817,65.07107155374527,10.136599146489965
2020-03-29,70.76618114718859,25.715898569443905,74.51240833401226,64.65336727993044,10.236525092421864
2020-03-30,70.89090314761212,26.190002031543656,74.55129963333815,65.2545495747891,10.284395255125801
2020-03-31,70.40519473038162,25.826852007007588,74.05987838704813,65.5266155270423,10.373237615256084
2020-04-01,68.60299676679186,25.559531925849925,74.27765440193836,65.83167256048867,10.213901954195721
2020-04-02,68.46416670193649,25.340055591250756,73.94651778000782,65.51024690527086,10.915646517367902
2020-04-03,68.81484925335235,24.913821870391768,74.68294469832759,65.35496124565111,11.117998047539759
2020-04-04,67.95713620789437,24.773624357850338,73.58445977423507,65.12087650014197,11.50153891325338
2020-04-05,68.32625426169149,25.151262313373707,73.30112426205949,65.6748496711851,11.379947151741103
2020-04-06,68.60916044328853,24.766382092260372,73.54691776974468,65.20153808594777,10.83960151885222
2020-04-07,68.21433156309647,24.925612265986075,72.89057807428442,65.6747267101541,10.347753670870052
2020-04-08,69.0827165304497,23.879532211573476,73.54804003874901,66.1282270079406,11.097052752216838
2020-04-09,68.81302582784093,24.08857814299192,74.05720775093272,66.05548492645852,12.034171975636932
2020-04-10,68.05899257290837,24.299048667500784,74.90542625649033,66.9498295756611,11.653744994357401
2020-04-11,68.29502159941174,24.059104347845675,75.54654026095851,67.22060344429669,11.106227865167593
2020-04-12,68.80179919512656,23.77234062830674,75.91050611465306,66.17750166913656,11.493324061433627
2020-04-13,69.61089690839738,24.23941236410152,75.97978779016316,66.36067207763917,11.254610931017524
2020-04-14,69.64273984942994,23.67637964798567,75.37726328839575,65.86598179932841,10.456833758621073
2020-04-15,70.11449748124264,24.493684757849323,76.0515678412787,65.67032448603314,9.833246933309388
2020-04-16,69.85106269244193,24.449187574666205,75.72587877782108,66.21037913728414,9.795851514540727
2020-04-17,70.14621626889307,24.16853354547083,75.61481142766667,65.81760417690728,10.933713136177236
2020-04-18,71.01136387913856,23.30858999215722,75.41678824802678,66.31410895815868,11.78299002434255
2020-04-19,72.21287614834435,23.633206262977694,75.14240575413805,66.31301757115652,11.48278472971622
2020-04-20,71.90262895577179,23.67366163213729,75.71788557800731,66.20566977583896,10.781530185073331
2020-04-21,72.63601019529176,23.986536113673353,76.16980523380049,65.58668868688258,10.560986997014338
2020-04-22,72.16729059953416,24.679657774792485,76.42787955565495,65.05878434933506,10.475743914993146
2020-04-23,71.86098985097173,24.300596095025494,76.43105193480348,65.52617114567582,10.5234449966087
2020-04-24,71.6469847144196,24.08852320653213,75.57964212962209,65.27169469415398,10.207337972260753
2020-04-25,72.10007586157548,23.594026373607004,75.5430508480717,65.12125737808141,9.910209827293746
2020-04-26,72.15708409184346,23.222084786723123,76.21037903672219,65.09572001293775,10.212732798256233
2020-04-27,71.43756505300229,23.747344302494277,75.96310974440053,65.33038183655475,10.03223917082674
2020-04-28,71.68184153341502,24.149743607700263,75.68213840445675,66.22780328482611,9.894438251239006
2020-04-29,72.35377752381433,24.2069396116688,76.1106521607017,66.5433090504105,10.021081120333662
2020-04-30,72.42602418926617,24.485662561040854,76.09648111714245,67.8991065953001,10.418683704054594
2020-05-01,72.87219635864416,25.380585312073897,76.71420679618646,68.2152989628366,10.515486176234734
2020-05-02,72.49008576031255,25.187416887779566,76.27742144982987,67.62791446573365,10.808754749704084
2020-05-03,72.97476787776725,25.60608260249976,76.37777928023971,67.6922595240857,11.59051768272041
2020-05-04,72.62253645904727,25.921081978227136,76.5403121391714,68.8846922916565,11.430129846114815
2020-05-05,72.68376859848911,25.536007294121987,76.49864777546229,69.79645707100447,11.781636461752779
2020-05-06,72.25102003925228,25.479698213251623,77.17000127864961,70.39988734872213,11.358878004288282
2020-05-07,71.66487990561244,25.152018179845896,77.19154969302747,69.58909852491553,11.356537535871947
2020-05-08,71.14860530587175,25.90773779486619,77.53545151014286,70.33123795248116,11.096649915257096
2020-05-09,70.93727529170833,25.339410444947625,77.50042960267675,70.07500362699267,11.173315259005477
2020-05-10,71.01229844091944,24.29562868773696,77.49126513880546,70.2183442347038,11.658526326616872
2020-05-11,70.61336318274236,23.51157187630558,77.66915746324526,70.22535298535848,11.2204271558229
2020-05-12,71.93765616313503,23.232433847949874,77.2024733770073,70.0926060770907,11.807129449351674
2020-05-13,71.80171715327985,23.370599894879376,76.9095020520838,70.07777396400087,11.704109358101727
2020-05-14,71.16324145167229,22.628513881938545,76.846616279352,69.90240730106345,11.70882105925945
2020-05-15,70.06835844466654,22.752249769855332,76.8705447109172,68.9230362162775,11.346781632562813
2020-05-16,71.00824983437737,22.93363678324635,76.86312054854928,68.3054686802223,10.604891124246482
2020-05-17,71.24042744197929,22.74384067552719,75.99334182423081,68.62222689279373,10.287207452362615
2020-05-18,70.72990034089335,22.658712000871514,76.4980763299386,69.28868448582594,10.609387076112315
2020-05-19,70.5651731263139,22.912254408117157,76.47171748655138,69.36594484254358,10.07881154871438
2020-05-20,70.21209748881823,23.05039070118802,75.81821409474894,69.73402331099317,10.343838072206683
2020-05-21,70.62958021881157,23.114682648275256,75.61830517016644,69.60511059438844,9.746203378112721
2020-05-22,71.65350128162255,22.125717473703276,76.40881541424497,69.47652791559383,9.046340555963711
2020-05-23,71.21141831554814,21.822233923504474,76.08339535107551,69.2010596558404,8.746452841892495
2020-05-24,71.57951150410292,21.246540787992625,77.07092470255118,68.4714791852283,8.45211699302032
2020-05-25,71.5954362345686,21.55189837390352,76.8629161813212,68.72485850292135,9.065664690969946
2020-05-26,71.34670131989206,21.317130332620096,77.64519393458228,68.61549045847983,9.537279370161636
2020-05-27,71.1896122804821,22.04304817676082,78.29088308466558,69.16690537745714,9.26589221607127
2020-05-28,70.63988450853158,22.644068338566655,78.36331333204915,69.45476915608755,9.77558694270975
2020-05-29,70.79294450045316,23.315706651658047,77.73824708480464,69.72674630517616,9.837518305466922
2020-05-30,70.9748675427016,23.12954992186075,77.30843803214655,69.73035338904737,9.235958212729328
2020-05-31,71.28371211181971,22.80929612827443,77.17372868732996,69.0743688942363,9.086840309551652
2020-06-01,71.38515157354243,22.63009210762797,77.34630898051687,68.54059519240461,8.76486400621895
2020-06-02,70.88877741921253,23.103461437566065,76.90467180884528,68.36118924880887,9.060287893907978
2020-06-03,71.22072796936978,23.690552457283463,76.0773867930082,68.85267675443166,8.564316253068586
2020-06-04,70.79892836396905,23.559469752172973,76.06061760891971,69.20448358365039,8.375025402734623
2020-06-05,70.76493810135241,24.126307034777646,75.59557200456423,70.484160515457,8.55257262161042
2020-06-06,70.27968267528338,24.007964750838052,75.22698661286417,69.91135960817121,8.463200938334236
2020-06-07,70.76550120153013,24.10700248755624,74.88950116108796,70.35800359817719,8.842753706694086
2020-06-08,70.4137558516614,23.883829814690227,74.92428722291281,69.86311093238557,8.942992247265572
2020-06-09,71.46604417916936,24.88494437649541,75.2453164075575,70.34638011885498,8.366387651037943
2020-06-10,71.2095464155155,25.820578288737384,75.97471557909039,70.4525060887571,8.60122558101167
2020-06-11,71.48690476019652,26.215057544899903,75.3232515474225,69.67831101628673,9.268729781381882
2020-06-12,71.79156192650976,26.094453735828314,75.05733432126024,69.62410519257716,9.282859096344064
2020-06-13,71.14189417996597,25.237707471859288,75.35771221225446,70.32336180588705,9.438199230782343
2020-06-14,70.1621333272403,25.27023365015349,75.38168113419127,70.33198784218231,8.924777683418057
2020-06-15,69.65696722463419,25.55960599422158,74.86734142602468,70.52400998390031,8.544682037524769
2020-06-16,69.75220383856907,24.851163406199994,75.35245354038433,70.91261135791036,9.3886054624381
2020-06-17,69.27284217791475,25.7264670540416,75.36658383759578,70.68045578163792,10.005195991420951
2020-06-18,68.86399010254281,26.433702111092465,76.21602295482833,71.46049869438168,10.081234057651951
2020-06-19,69.68522973496967,25.980336308536913,76.28177105262279,71.63825661324427,10.117810071800573
2020-06-20,69.4118834567505,26.053172067035973,76.02893828251574,72.2677754570969,10.422731867319238
2020-06-21,69.86201016773605,26.165431198210385,75.78492054404485,72.45283742326787,9.904704811238716
2020-06-22,69.70131438333247,26.145205006213036,75.06615136800767,72.4931961493282,10.497075413907
