sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,gesture
-0.7829430792723844,0.38485056468220186,1.3494731052616238,-0.9564671437396102,0.4499088888312278,-0.8294677345802876,1.0213976838403982,1.0119055837497712,-0.35432234024909864,2.2096286521908626,1.1066253091372844,0.7069289851361691,0.6506108961061356,0.9839269092062237,-0.9956424072441601,0.19460759846102424,0.38319038537732747,-0.40013606330256013,0.4647952694439655,1.231694300434006,thumbs_up
-0.4217690877659065,-0.054424300371305634,-0.8205852958539446,-1.7869890098107923,0.7789321805205109,-0.025733794839247516,0.047579417152787795,-0.9867736181735269,-0.18550352903619077,1.0965937891821234,0.0008213367794600936,0.029183758055412807,0.2075282778634226,-1.236382128406456,0.624920464102357,-1.2551981149158307,-0.9396155812790263,-1.0492147690071647,-0.17522496663054554,-0.35245270353785757,open
-0.0012250383082545331,-0.9052561597764432,1.0054953203063783,0.8340275687263308,-0.1738135128917204,-0.478366716587938,-0.5793574933451994,-0.3101449950106793,-1.4002452287511766,-0.9596073122118406,0.8601203919849665,0.3018124860758687,1.6342744859765308,-0.2991951501693214,-0.3615132271068674,-0.4078989245436482,-0.31916448321816865,-0.659954013146598,0.27098821468719997,0.029104067148411294,peace
-0.5099145018382725,1.2511489130189024,1.896582922486307,1.1665772055734005,0.558124013083395,0.761769726263774,1.856415517826335,0.7603193157594238,-0.5851858525992847,0.3922725266505483,0.6262442660633177,-0.9947172740359198,-0.2849308186431779,1.100391824055466,-1.8234927350495862,-1.250428545040594,-0.1764070536283277,0.3536795955057045,-1.357632444948907,-0.1267892516659413,point
1.1537685390885666,0.06865145707428366,0.9390889436311305,-0.5921141213350033,-0.8099168567891817,0.8488738302850475,0.36926553465618983,-1.1855960077744592,-0.800840916162789,1.5645812410574145,-0.9245552194693161,0.9343287467259975,-0.47818669723369966,-0.003175856767131344,0.29459262094337224,-2.1009812104995986,-1.462717335427299,0.0863330187871626,-0.7243075637838803,0.9965812952746222,peace
-1.6061208808681247,0.565255056257987,-1.3762212204043263,-0.35210499414442864,-1.064377764237964,1.9024298804711979,-1.3394921629700358,-0.1220596953690234,-1.726836148020152,1.5995701220705898,0.4012824161772051,0.13697308959866786,1.4743129392917256,0.1474224414226123,0.2195713561410768,0.13172528806515155,0.5636343254431193,-0.4924413839212625,-0.21428730736333237,0.810334628457446,open
0.27737295155788194,-0.11424391410212563,-1.4005223910307123,1.4980502845365953,-0.6614541099507707,0.9872372384192569,0.1757536516880854,-1.2934505227298703,1.252275477530615,0.2545406463995396,1.3353453567370426,-0.18240870073591886,0.7040512299670544,-1.7625271113450138,-0.5002158635937571,-1.2729933322312716,-0.37478385003839176,0.47181173950614497,-0.6045800876541457,0.8638420936387817,point
-0.8566126435500113,0.8852366136499785,1.3097571658740361,1.0135261350909857,-0.34418905182977283,-2.125453597944143,0.5821669967373478,-0.12523471471530392,-0.9783929401273533,-0.5562790648704103,1.4344253164448015,-1.1373402006101545,0.4683091756212118,0.21795817563740372,-0.35738766466323224,0.6445326873130469,1.6322452588988656,-0.29597150388619836,-0.24318094807710125,0.6220649049902,peace
0.9182428214350015,-0.1277072071486352,-0.3053737360936483,-2.2176465207197604,-0.7780089123665535,-1.1393116720675505,0.6846249963118912,-0.24390294860084202,-0.28302160553892824,-0.009056263622981188,-0.8701764701253999,1.553247186688754,1.2981939116966108,1.6181067830476878,0.6834172312388914,-0.029478115021937257,1.614729303006885,-0.6809668359129796,-0.8712089790330124,-0.6015115147698592,peace
0.5228712669142984,-0.7621051933876727,-0.1553729882179987,-1.6018552938847763,0.4810976654282442,-1.5171033671831091,-0.9321610548653619,1.217167134896644,1.1803183169861102,0.37431308954649783,0.27566358173523053,-0.5309596471542593,-0.7729036637422013,-0.36224169775737963,-1.5136541744623178,0.2524485549536634,0.04883112480840971,-0.9334212667102668,1.5686819188413577,0.6069137102870481,open
0.6918418040088565,-0.4873399260391653,-0.0013300780263234102,0.6273726701874223,0.15278236710023552,1.6019007847698716,-0.20378756941675114,-0.5045605322361106,0.634252876471426,-1.264647272286512,0.9242969323081122,-1.3007118005919829,0.6385846660585501,-0.6482735541726626,0.4765841469833932,0.9073429460610174,0.15342119550391872,-1.19962095164068,-0.896775244507152,-0.7286591410337823,fist
-1.895006893597774,1.127477858731929,0.11010758575632887,-1.1355180451889948,1.4556748574583571,-0.7013281001381633,0.25057248907487145,-0.8252705451962018,-2.018260153329028,-1.3644405588512607,-0.4484904308664313,0.8982968712060478,0.3465331468192452,0.14020512617124528,-2.010027622744882,1.2700861476800949,0.22367969649555597,-0.11941766989216007,1.1324231099888953,1.2474967235682737,thumbs_up
1.1545902476091912,-0.24708649670328767,-1.0034765607841956,0.9889229171420731,-1.365054443070417,1.9472567386642823,0.027999545194562925,-1.0608842556995841,-1.2318685541566103,-1.2776048240560596,0.1403629067208431,-0.006392320059787118,-1.235922173509193,-0.356455786555902,-1.3679353860913424,0.5893018059441726,-0.0545932661127137,-0.37840250591744795,-1.2881107300675272,-0.3001556002227654,peace
-0.4147278813463268,0.31772670120959673,0.16701797811696062,0.7920601020793422,-0.48457654350506235,-1.8604115021964944,0.99109287659804,-0.9360325130481806,-1.1069170530152554,-0.043116545113752174,0.30227051295451685,-0.5308364057146827,-0.5386926814681269,-0.3910263177655551,1.4165403509931433,-0.0026780875581322683,-0.9679628394617962,-0.9577833569029672,-0.2508841795823693,0.23785793402800734,thumbs_up
0.48398016196619054,0.12415860384721537,-0.8418733509170888,-0.42394129956078275,0.7339078818646241,-1.1460919604530955,-0.46575339307746244,0.5974628578813526,0.8752814266351764,-0.19291537109138282,-0.41120681057081593,-1.32211794144374,0.5256399227270944,1.3187796851467892,2.5651540585996915,0.3864461835180462,-0.05087965164398104,-0.9198106131509073,-1.8788569137431494,0.17695924973983332,open
2.350339120154303,1.2708122296569129,1.1165642691137982,0.24560281705791556,0.35952316028032216,-2.4237473182779774,0.762510580763997,-0.5793405695758157,-0.7017273465958871,-0.32325695304860746,-0.3570044894510149,-0.7176355919716624,0.01387207217597611,-0.5582775962080532,0.10032295575614611,-1.487177814550033,-0.2140577706320174,-1.0962955896862512,-0.6414493184978661,0.14339884303353057,open
-1.603997614754958,-0.8224073772721373,0.568964384836334,-1.413177841865801,1.7778671402788075,1.2044079561306467,-0.49452708445227916,-0.7872096877850634,0.20193990333548184,-1.4474622570271596,-2.002142724832433,-0.45933512405256655,-0.1340487665021912,0.0944272243535302,-0.6147406161178844,1.2739467294749474,-1.4951396584838834,-1.1382621349580988,0.48663595614481137,-1.1616473856371412,fist
-1.2003204521973168,0.12335479220716372,-1.0535226203160315,-0.13308442792068725,-0.6998565596577566,-0.8616637033727397,-2.1023053913449403,0.1395631528213373,-1.2471899921129288,-0.1682422035305197,-0.512104898348565,-0.20650805869988326,-0.14967537401326075,0.1936282509182633,-0.7277593014914427,1.2426964792733683,-1.8474000608555767,-0.22659111852722916,0.8362309764108673,0.4767725530026038,point
-0.974835576528597,-0.8082454929880238,-1.0067925593266038,0.5992276306643892,-0.7399237285155085,0.2551230881234501,0.2643014140759551,2.368393468235372,0.3132512598017035,-0.8111440147504635,-1.460150262066399,-0.27585271463774547,-0.11908584242731844,-2.2106995273905556,-0.7138541602930133,0.2973525428275529,-0.5323556702661748,0.9686237857058371,-1.55835644472052,0.6768828201532168,thumbs_up
