mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,command
-1.029758088765491,0.828806036332893,0.6898002792252581,-0.16482843917446316,-0.5464183535230286,0.726232966996035,1.6845352303967687,0.991347953336998,0.1093578712018969,0.9220988765927899,0.9681403530226117,0.15274739331367418,0.1517926771440837,right
-0.5278670848740821,0.8286232112623612,-0.1685519124416093,-0.9792171722018319,-0.9445918831333852,-0.04037091226657172,-0.9452941876218263,2.719718285311593,0.48751165243913797,-0.4937140530495051,0.18407240469837624,0.7358073763161914,0.21779186462701702,stop
-0.9602947818135086,-0.10989904786726011,-0.23962776821867776,-0.4546178123815985,-0.8286299994493147,0.8755195781318256,0.4710562708510565,0.46320447503905093,-1.8523808853932344,-0.3987990060286283,1.2498492953011642,0.3930994217390383,-1.1636710400316772,go
1.6669237566497943,-2.4243695872953546,0.1275515255782836,1.715725553054765,-1.5680904087402459,-0.4763864070486806,-1.4059968453846605,1.4115965643032078,-0.8191314728780049,0.9941980040041176,1.3888801068800196,-1.2850653014614244,-1.4955927705021093,yes
0.4791659281993362,0.7756142990707563,-0.07050532493096993,0.025584763305460407,1.4798416093801885,-0.23996072361331117,1.3764168987949865,-0.576320258557324,2.397565743233185,-0.8848582520521343,1.1841294749599731,-0.9664597876267877,0.7865939693286693,no
-0.007677117988232243,0.2778950985129418,0.6657399671493287,0.24597106865179896,0.1578274337911987,-1.8580270065156332,1.3785789171921918,1.52900101316403,-0.10655567690631036,0.5570063651407146,1.365899494064378,0.6012713322925762,-0.5315730767577533,yes
-1.2010753030023888,0.6344604051460561,0.1391190697086147,-0.005415711701432743,-0.7617548726351966,-0.3409469628291227,0.3367377095755446,-0.29438575397346767,0.032767446305325826,-0.031068251841984616,0.6573225876871134,-1.4363868191004248,-0.3560177299584571,yes
-1.1018586680309204,0.15551694593384535,-0.8100286750478154,0.939484404236578,-0.41117609930196675,-0.5761918110504606,-0.8332945171041004,0.25101366230360084,-1.2693506162420019,-0.09310229011003969,-0.1163625993360597,-0.5220791255958027,0.21895924417100512,right
-0.4629924346792018,0.2845399786502963,-0.5449330798653967,-0.7438106586337472,0.25582396983592964,0.8071097105644146,2.8566961341099963,-0.3402563868239686,0.7723335787922988,-0.44451486055123274,0.756343998481743,1.3021155373834408,0.12871179935109409,up
0.7114294515289639,0.4449364354043699,0.011109168874605219,-0.4269818092104495,-0.35060186386494663,-1.3226963210644762,1.0376386054352855,1.8713464884725002,-1.4098155550116007,1.0380524024172735,-0.04444346579769636,-0.6399395688632753,0.14319968071030298,down
